cumulative_fatalities_upper_bound,hospitalizations_lower_bound,icu_num,cumulative_cases_num,cases_lower_bound,current_hospitalizations_lower_bound,icu_upper_bound,location_id,intervention_date_id,current_icu_lower_bound,hospitalizations_num,fatalities_lower_bound,hospitalizations_upper_bound,current_icu_upper_bound,cases_num,portfolio_id,data_type,current_hospitalizations_num,cases_upper_bound,cumulative_fatalities_lower_bound,cumulative_cases_lower_bound,current_icu_num,fatalities_upper_bound,fatalities_num,icu_lower_bound,intervention_length,intervention_level,current_hospitalizations_upper_bound,future_scenario_id,cumulative_cases_upper_bound,cumulative_fatalities_num,date_str,date,scenario
10.43,39.87,8.76,586.86,40.55,174.07,15.09,33,1,13.38,79.03,0.8,136.33,45.05,78.55,5,,351.09,136.16,3.52,440.84,25.84,2.07,1.41,4.18,30,4,639.37,5,910.41,6.78,,2020-03-18,4-1
12.82,43.6,9.98,669.07,42.16,199.99,17.18,33,1,15.9,86.52,0.95,148.97,53.52,85.83,5,,401.96,148.82,4.44,482.21,30.71,2.4,1.65,4.78,30,4,731.98,5,1052.97,8.41,,2020-03-19,4-1
15.57,47.19,11.25,758.57,45.71,227.3,19.44,33,1,18.39,93.46,1.07,161.03,62.81,93,5,,455.65,160.92,5.52,526.07,36.05,2.76,1.9,5.42,30,4,829.87,5,1207.89,10.29,,2020-03-20,4-1
18.7,50.58,12.57,855.01,49.25,255.72,21.81,33,1,21.04,100.47,1.2,172.19,72.92,99.83,5,,511.51,172.09,6.77,573.57,41.82,3.13,2.18,6.07,30,4,931.94,5,1374.46,12.45,,2020-03-21,4-1
22.21,53.68,13.93,958.05,52.5,284.92,24.27,33,1,23.84,106.66,1.33,182.17,83.84,106.18,5,,569.1,182.09,8.19,624.46,48.02,3.5,2.46,6.74,30,4,1036.84,5,1551.63,14.89,,2020-03-22,4-1
26.11,56.46,15.3,1067.17,55.4,314.54,26.75,33,1,26.75,112.19,1.47,190.84,95.5,111.99,5,,627.76,190.76,9.82,678.43,54.6,3.88,2.75,7.41,30,4,1143.11,5,1738.13,17.63,,2020-03-23,4-1
30.41,58.86,16.68,1181.94,57.92,344.2,29.23,33,1,29.77,117.39,1.61,198.15,107.84,117.23,5,,686.8,198.08,11.64,735.15,61.55,4.26,3.05,8.07,30,4,1249.34,5,1932.71,20.68,,2020-03-24,4-1
35.09,60.89,18.05,1301.55,60.05,373.54,31.68,33,1,32.85,122.1,1.74,204.03,120.69,121.91,5,,745.66,203.98,13.69,794.22,68.8,4.65,3.36,8.72,30,4,1354.19,5,2133.87,24.04,,2020-03-25,4-1
40.18,62.5,19.39,1425.49,61.75,402.21,34.05,33,1,35.99,126,1.88,207.89,133.96,125.81,5,,803.75,207.84,15.94,855.15,76.3,5.03,3.67,9.34,30,4,1456.07,5,2339.98,27.71,,2020-03-26,4-1
45.67,63.59,20.69,1552.79,62.91,429.82,36.3,33,1,39.14,128.78,2.02,210.47,147.5,128.61,5,,860.2,210.41,18.42,917.53,83.99,5.42,3.97,9.93,30,4,1552.75,5,2548.56,31.7,,2020-03-27,4-1
51.56,64.05,21.91,1682.24,63.45,455.87,38.36,33,1,42.28,130.23,2.15,210.98,161.12,130.07,5,,913.96,210.93,21.13,980.76,91.8,5.8,4.28,10.48,30,4,1641.54,5,2756.45,36.01,,2020-03-28,4-1
57.84,63.87,23.02,1812.46,63.33,479.88,40.17,33,1,45.38,130.33,2.27,208.76,174.62,130.2,5,,963.92,208.72,24.06,1044.19,99.62,6.16,4.58,10.98,30,4,1720.08,5,2960.69,40.63,,2020-03-29,4-1
64.49,63.05,24.01,1942.19,62.57,501.39,41.68,33,1,48.38,129.22,2.39,204.25,187.76,129.1,5,,1009.15,204.21,26.73,1107.18,107.35,6.51,4.88,11.42,30,4,1786.76,5,3158.88,45.57,,2020-03-30,4-1
71.48,61.65,24.85,2070.3,61.21,520.01,42.87,33,1,51.26,127.1,2.5,198.13,200.3,127,5,,1048.97,198.09,29.43,1169.1,114.89,6.84,5.16,11.8,30,4,1841.02,5,3349.6,50.8,,2020-03-31,4-1
78.8,59.75,25.54,2195.95,61.73,535.45,43.74,33,1,53.97,124.23,2.6,191.12,212.03,124.25,5,,1082.95,191.08,32.22,1230.31,122.13,7.13,5.43,12.09,30,4,1883.2,5,3532.3,56.32,,2020-04-01,4-1
86.4,57.45,26.08,2318.62,63.14,547.55,44.3,33,1,56.48,120.82,2.69,183.78,222.77,121.03,5,,1110.96,183.74,35.11,1292.75,128.98,7.47,5.67,12.3,30,4,1914.32,5,3707.14,62.1,,2020-04-02,4-1
94.25,54.87,26.47,2437.9,64.54,556.24,44.59,33,1,58.77,117.05,2.76,176.49,232.39,117.47,5,,1133.05,176.45,38.08,1356.59,135.34,7.91,5.9,12.44,30,4,1935.63,5,3874.59,68.12,,2020-04-03,4-1
102.31,52.08,26.71,2553.5,65.93,561.56,44.63,33,1,60.8,113.07,2.83,169.43,240.8,113.71,5,,1149.44,169.39,41.11,1421.82,141.17,8.32,6.1,12.49,30,4,1948.44,5,4035.25,74.35,,2020-04-04,4-1
110.53,49.18,26.83,2665.27,66.58,563.64,44.47,33,1,62.58,108.98,2.88,162.63,247.98,109.83,5,,1160.46,162.59,44.19,1488.44,146.41,8.72,6.28,12.47,30,4,1953.87,5,4189.64,80.77,,2020-04-05,4-1
118.88,46.22,26.83,2773.2,65.04,562.66,44.14,33,1,64.08,104.84,2.92,156.06,253.93,106.1,5,,1166.47,156.03,47.31,1556.43,151.04,9.09,6.43,12.37,30,4,1952.87,5,4338.15,87.35,,2020-04-06,4-1
127.31,43.26,26.72,2877.52,66.32,558.85,43.67,33,1,65.31,100.72,2.95,149.65,258.67,102.58,5,,1167.89,149.63,50.46,1625.77,155.04,9.44,6.55,12.22,30,4,1946.18,5,4486.59,94.05,,2020-04-07,4-1
135.78,40.35,26.52,2978.43,67.59,552.48,43.09,33,1,66.28,96.64,2.96,143.34,262.27,99.3,5,,1165.14,143.32,53.62,1696.46,158.4,9.76,6.65,12,30,4,1934.4,5,4633.06,100.86,,2020-04-08,4-1
144.25,37.53,26.24,3076.21,68.85,543.81,42.41,33,1,66.99,92.64,2.97,137.08,264.78,96.25,5,,1158.63,137.07,56.79,1768.49,161.13,10.05,6.72,11.74,30,4,1917.98,5,4773.25,107.73,,2020-04-09,4-1
152.69,34.81,25.89,3170.96,70.1,533.14,41.64,33,1,67.46,88.72,2.96,130.84,266.28,93.27,5,,1148.75,130.83,59.95,1841.83,163.26,10.31,6.77,11.44,30,4,1897.27,5,4907.2,114.65,,2020-04-10,4-1
161.07,32.23,25.48,3262.88,71.34,520.75,40.81,33,1,67.7,84.91,2.95,124.61,266.83,90.57,5,,1135.88,124.6,63.1,1916.48,164.81,10.53,6.79,11.1,30,4,1872.57,5,5034.92,121.6,,2020-04-11,4-1
0,0,0,0,0,0,0,33,1,0,0,0,0,0,0,6,,0,0,0,0,0,0,0,0,30,5,0,6,0,0,,2020-03-01,5-1
0,0.17,0,9.47,8.53,0.07,0.01,33,1,0,0.45,0,1.16,0,12.48,6,,0.16,13.04,0,5.07,0,0,0,0,30,5,0.26,6,11.91,0,,2020-03-02,5-1
0.01,0.65,0.03,23.11,14.38,0.44,0.05,33,1,0.01,1.48,0,3.52,0.02,14.66,6,,1,15.06,0,17.13,0.01,0.01,0,0.01,30,5,1.61,6,25.85,0,,2020-03-03,5-1
0.02,0.85,0.08,38.69,16.04,1.38,0.14,33,1,0.03,3.38,0,12.15,0.1,16.47,6,,2.98,17.06,0,32.57,0.06,0.02,0.01,0.04,30,5,5.33,6,41.73,0.01,,2020-03-04,5-1
0.05,0,0.18,56.06,17.7,3.13,0.3,33,1,0.07,5.09,0.01,11.11,0.27,18.26,6,,6.82,19.04,0.01,49.63,0.17,0.03,0.02,0.08,30,5,12.01,6,59.53,0.03,,2020-03-05,5-1
0.12,3.88,0.34,75.21,19.34,5.92,0.55,33,1,0.17,8.05,0.01,14.74,0.61,20.04,6,,12.78,21,0.02,68.4,0.38,0.06,0.04,0.15,30,5,22.13,6,79.23,0.06,,2020-03-06,5-1
0.22,5.61,0.56,96.14,20.97,9.98,0.93,33,1,0.33,12.08,0.03,21.53,1.2,21.8,6,,21.39,22.94,0.05,88.86,0.73,0.11,0.06,0.24,30,5,38.05,6,100.89,0.12,,2020-03-07,5-1
0.39,7.67,0.87,118.88,22.58,15.55,1.45,33,1,0.57,16.36,0.04,29.18,2.12,23.74,6,,33.2,28.22,0.09,110.99,1.27,0.17,0.1,0.38,30,5,59.89,6,124.76,0.22,,2020-03-08,5-1
0.63,10.04,1.26,144.08,24.18,22.79,2.12,33,1,0.93,21.09,0.07,37.85,3.46,26.66,6,,48.49,37,0.15,134.78,2.06,0.25,0.15,0.55,30,5,88.13,6,154.56,0.36,,2020-03-09,5-1
0.97,12.68,1.75,172.3,25.77,31.86,2.95,33,1,1.44,26.35,0.1,47.15,5.3,29.85,6,,67.44,46.45,0.25,160.21,3.13,0.36,0.22,0.77,30,5,123.13,6,196.24,0.58,,2020-03-10,5-1
1.45,15.56,2.32,204.17,27.52,42.85,3.95,33,1,2.11,32.06,0.15,57.01,7.72,33.96,6,,90.1,56.38,0.38,187.27,4.52,0.49,0.3,1.04,30,5,164.93,6,247.63,0.87,,2020-03-11,5-1
2.08,18.64,2.99,240.52,29.26,55.81,5.1,33,1,2.99,38.05,0.2,67.23,10.79,38.87,6,,116.55,66.7,0.57,216.06,6.29,0.64,0.41,1.37,30,5,213.51,6,309.14,1.26,,2020-03-12,5-1
2.88,21.88,3.74,282.21,31.51,70.76,6.41,33,1,4.08,44.29,0.27,77.81,14.56,44.56,6,,146.73,77.36,0.83,248.39,8.44,0.82,0.53,1.73,30,5,268.72,6,381.14,1.78,,2020-03-13,5-1
3.89,25.26,4.58,329.8,33.24,87.67,7.88,33,1,5.42,50.8,0.35,88.76,19.07,50.68,6,,180.57,88.36,1.16,284.72,11.02,1.02,0.66,2.14,30,5,330.41,6,463.98,2.43,,2020-03-14,5-1
5.13,28.76,5.51,383.7,35.66,106.51,9.49,33,1,7.03,57.52,0.44,100.01,24.36,57.21,6,,218,99.69,1.58,323.34,14.03,1.25,0.82,2.59,30,5,398.45,6,557.98,3.23,,2020-03-15,5-1
6.61,32.38,6.52,444.33,37.31,127.23,11.24,33,1,8.88,64.47,0.55,111.52,30.46,64.04,6,,258.95,111.24,2.11,362.97,17.5,1.5,1,3.08,30,5,472.63,6,663.42,4.21,,2020-03-16,5-1
8.37,36.1,7.6,511.97,38.94,149.77,13.11,33,1,10.99,71.67,0.67,123.6,37.35,71.23,6,,303.35,123.39,2.75,401.09,21.44,1.77,1.2,3.61,30,5,552.86,6,780.67,5.39,,2020-03-17,5-1
10.43,39.87,8.76,586.86,40.55,174.07,15.09,33,1,13.38,79.03,0.8,136.33,45.05,78.55,6,,351.09,136.16,3.52,440.84,25.84,2.07,1.41,4.18,30,5,639.37,6,910.41,6.78,,2020-03-18,5-1
12.82,43.6,9.98,669.07,42.16,199.99,17.18,33,1,15.9,86.52,0.95,148.97,53.52,85.83,6,,401.96,148.82,4.44,482.21,30.71,2.4,1.65,4.78,30,5,731.98,6,1052.97,8.41,,2020-03-19,5-1
15.57,47.19,11.25,758.57,45.71,227.3,19.44,33,1,18.39,93.46,1.07,161.03,62.81,93,6,,455.65,160.92,5.52,526.07,36.05,2.76,1.9,5.42,30,5,829.87,6,1207.89,10.29,,2020-03-20,5-1
18.7,50.58,12.57,855.01,49.25,255.72,21.81,33,1,21.04,100.47,1.2,172.19,72.92,99.83,6,,511.51,172.09,6.77,573.57,41.82,3.13,2.18,6.07,30,5,931.94,6,1374.46,12.45,,2020-03-21,5-1
22.21,53.68,13.93,958.05,52.5,284.92,24.27,33,1,23.84,106.66,1.33,182.17,83.84,106.18,6,,569.1,182.09,8.19,624.46,48.02,3.5,2.46,6.74,30,5,1036.84,6,1551.63,14.89,,2020-03-22,5-1
26.11,56.46,15.3,1067.17,55.4,314.54,26.75,33,1,26.75,112.19,1.47,190.84,95.5,111.99,6,,627.76,190.76,9.82,678.43,54.6,3.88,2.75,7.41,30,5,1143.11,6,1738.13,17.63,,2020-03-23,5-1
30.41,58.86,16.68,1181.94,57.92,344.2,29.23,33,1,29.77,117.39,1.61,198.15,107.84,117.23,6,,686.8,198.08,11.64,735.15,61.55,4.26,3.05,8.07,30,5,1249.34,6,1932.71,20.68,,2020-03-24,5-1
35.09,60.89,18.05,1301.55,60.05,373.54,31.68,33,1,32.85,122.1,1.74,204.03,120.69,121.91,6,,745.66,203.98,13.69,794.22,68.8,4.65,3.36,8.72,30,5,1354.19,6,2133.87,24.04,,2020-03-25,5-1
40.18,62.5,19.39,1425.49,61.75,402.21,34.05,33,1,35.99,126,1.88,207.89,133.96,125.81,6,,803.75,207.84,15.94,855.15,76.3,5.03,3.67,9.34,30,5,1456.07,6,2339.98,27.71,,2020-03-26,5-1
45.67,63.59,20.69,1552.79,62.91,429.82,36.3,33,1,39.14,128.78,2.02,210.47,147.5,128.61,6,,860.2,210.41,18.42,917.53,83.99,5.42,3.97,9.93,30,5,1552.75,6,2548.56,31.7,,2020-03-27,5-1
51.56,64.05,21.91,1682.24,63.45,455.87,38.36,33,1,42.28,130.23,2.15,210.98,161.12,130.07,6,,913.96,210.93,21.13,980.76,91.8,5.8,4.28,10.48,30,5,1641.54,6,2756.45,36.01,,2020-03-28,5-1
57.84,63.87,23.02,1812.46,63.33,479.88,40.17,33,1,45.38,130.33,2.27,208.76,174.62,130.2,6,,963.92,208.72,24.06,1044.19,99.62,6.16,4.58,10.98,30,5,1720.08,6,2960.69,40.63,,2020-03-29,5-1
64.49,63.05,24.01,1942.19,62.57,501.39,41.68,33,1,48.38,129.22,2.39,204.25,187.76,129.1,6,,1009.15,204.21,26.73,1107.18,107.35,6.51,4.88,11.42,30,5,1786.76,6,3158.88,45.57,,2020-03-30,5-1
71.48,61.65,24.85,2070.3,61.21,520.01,42.87,33,1,51.26,127.1,2.5,198.13,200.3,127,6,,1048.97,198.09,29.43,1169.1,114.89,6.84,5.16,11.8,30,5,1841.02,6,3349.6,50.8,,2020-03-31,5-1
78.8,59.75,25.54,2195.95,61.73,535.45,43.74,33,1,53.97,124.23,2.6,191.12,212.03,124.25,6,,1082.95,191.08,32.22,1230.31,122.13,7.13,5.43,12.09,30,5,1883.2,6,3532.3,56.32,,2020-04-01,5-1
86.4,57.45,26.08,2318.62,63.14,547.55,44.3,33,1,56.48,120.82,2.69,183.78,222.77,121.03,6,,1110.96,183.74,35.11,1292.75,128.98,7.47,5.67,12.3,30,5,1914.32,6,3707.14,62.1,,2020-04-02,5-1
94.25,54.87,26.47,2437.9,64.54,556.24,44.59,33,1,58.77,117.05,2.76,176.49,232.39,117.47,6,,1133.05,176.45,38.08,1356.59,135.34,7.91,5.9,12.44,30,5,1935.63,6,3874.59,68.12,,2020-04-03,5-1
102.31,52.08,26.71,2553.5,65.93,561.56,44.63,33,1,60.8,113.07,2.83,169.43,240.8,113.71,6,,1149.44,169.39,41.11,1421.82,141.17,8.32,6.1,12.49,30,5,1948.44,6,4035.25,74.35,,2020-04-04,5-1
110.53,49.18,26.83,2665.27,66.58,563.64,44.47,33,1,62.58,108.98,2.88,162.63,247.98,109.83,6,,1160.46,162.59,44.19,1488.44,146.41,8.72,6.28,12.47,30,5,1953.87,6,4189.64,80.77,,2020-04-05,5-1
118.88,46.22,26.83,2773.2,65.04,562.66,44.14,33,1,64.08,104.84,2.92,156.06,253.93,106.1,6,,1166.47,156.03,47.31,1556.43,151.04,9.09,6.43,12.37,30,5,1952.87,6,4338.15,87.35,,2020-04-06,5-1
127.31,43.26,26.72,2877.52,66.32,558.85,43.67,33,1,65.31,100.72,2.95,149.65,258.67,102.58,6,,1167.89,149.63,50.46,1625.77,155.04,9.44,6.55,12.22,30,5,1946.18,6,4486.59,94.05,,2020-04-07,5-1
135.78,40.35,26.52,2978.43,67.59,552.48,43.09,33,1,66.28,96.64,2.96,143.34,262.27,99.3,6,,1165.14,143.32,53.62,1696.46,158.4,9.76,6.65,12,30,5,1934.4,6,4633.06,100.86,,2020-04-08,5-1
144.25,37.53,26.24,3076.21,68.85,543.81,42.41,33,1,66.99,92.64,2.97,137.08,264.78,96.25,6,,1158.63,137.07,56.79,1768.49,161.13,10.05,6.72,11.74,30,5,1917.98,6,4773.25,107.73,,2020-04-09,5-1
152.69,34.81,25.89,3170.96,70.1,533.14,41.64,33,1,67.46,88.72,2.96,130.84,266.28,93.27,6,,1148.75,130.83,59.95,1841.83,163.26,10.31,6.77,11.44,30,5,1897.27,6,4907.2,114.65,,2020-04-10,5-1
161.07,32.23,25.48,3262.88,71.34,520.75,40.81,33,1,67.7,84.91,2.95,124.61,266.83,90.57,6,,1135.88,124.6,63.1,1916.48,164.81,10.53,6.79,11.1,30,5,1872.57,6,5034.92,121.6,,2020-04-11,5-1
169.36,29.78,25.01,3352.19,72.57,506.91,39.9,33,1,67.73,81.22,2.93,119.8,266.5,88.14,6,,1120.39,119.78,66.23,1992.44,165.8,10.72,6.79,10.73,30,5,1844.16,6,5156.42,128.53,,2020-04-12,5-1
179.96,27.48,24.51,3439.36,73.79,491.89,38.94,33,1,67.57,77.66,2.9,115.42,265.36,86.25,6,,1102.63,115.41,69.32,2069.67,166.26,10.88,6.77,10.35,30,5,1812.3,6,5271.77,135.45,,2020-04-13,5-1
191.11,25.32,23.97,3525.03,74.7,475.93,37.92,33,1,67.24,74.24,2.87,111.12,263.47,85.15,6,,1082.93,111.11,72.38,2148.19,166.24,11.01,6.72,9.94,30,5,1777.28,6,5381.04,142.32,,2020-04-14,5-1
202.37,23.32,23.41,3609.7,75.89,459.26,36.86,33,1,66.76,70.92,2.83,106.91,260.9,84.19,6,,1061.57,106.9,75.4,2227.96,165.77,11.1,6.67,9.53,30,5,1739.41,6,5484.36,149.12,,2020-04-15,5-1
213.69,21.45,22.82,3693.49,76.3,442.08,35.75,33,1,66.14,67.75,2.79,102.8,257.69,83.43,6,,1038.8,102.8,78.37,2308.99,164.88,11.16,6.59,9.11,30,5,1699.01,6,5581.92,155.86,,2020-04-16,5-1
225.05,19.72,22.21,3776.63,77.47,424.58,34.62,33,1,65.41,64.74,2.75,98.82,253.9,82.92,6,,1014.92,98.81,81.29,2391.24,163.62,11.21,6.5,8.69,30,5,1656.47,6,5673.93,162.5,,2020-04-17,5-1
236.42,18.07,21.6,3859.62,73.08,406.89,33.47,33,1,64.58,62.06,2.7,94.96,249.6,83.08,6,,990.24,94.95,84.16,2470.73,162.01,11.26,6.4,8.27,30,5,1612.59,6,5762.9,169.04,,2020-04-18,5-1
247.77,16.41,20.98,3942.73,57.06,389.05,32.31,33,1,63.66,59.3,2.65,91.23,244.85,83.17,6,,964.99,91.23,86.97,2535.51,160.09,11.29,6.29,7.85,30,5,1567.95,6,5852.99,175.47,,2020-04-19,5-1
259.08,14.75,20.35,4026.06,44.95,371.09,31.14,33,1,62.66,56.69,2.59,88.49,240.17,83.58,6,,939.22,91.99,89.73,2586.3,157.9,11.3,6.18,7.44,30,5,1521.63,6,5944.35,181.77,,2020-04-20,5-1
270.32,13.15,19.73,4109.96,35.74,353.03,30.1,33,1,61.61,54.2,2.54,85.2,240,84.24,6,,913.14,93.24,92.43,2626.49,155.48,11.29,6.05,7.02,30,5,1474.46,6,6036.97,187.96,,2020-04-21,5-1
281.48,11.67,19.11,4194.57,28.7,334.99,29.35,33,1,60.51,51.81,2.48,81.03,239.4,85,6,,886.87,94.48,95.06,2658.59,152.84,11.26,5.92,6.61,30,5,1428.05,6,6130.83,194,,2020-04-22,5-1
292.53,10.33,18.49,4279.98,23.29,317.09,28.57,33,1,59.36,49.59,2.43,77.9,238.42,85.83,6,,860.55,95.7,97.64,2684.49,150.02,11.21,5.79,6.21,30,5,1392.08,6,6225.92,199.92,,2020-04-23,5-1
303.46,9.13,17.88,4366.25,19.09,299.45,27.8,33,1,58.19,47.51,2.37,75.02,237.08,86.71,6,,834.36,96.92,100.15,2705.61,147.05,11.15,5.65,5.82,30,5,1355.84,6,6322.23,205.69,,2020-04-24,5-1
314.25,8.07,17.28,4453.41,15.8,282.2,27.02,33,1,56.99,45.52,2.32,72.26,235.42,87.63,6,,808.39,98.12,102.6,2723,143.95,11.07,5.51,5.44,30,5,1319.59,6,6419.75,211.32,,2020-04-25,5-1
324.88,7.14,16.69,4541.51,13.22,265.42,26.26,33,1,55.77,43.64,2.26,69.62,233.46,88.57,6,,782.72,99.31,104.99,2737.48,140.74,10.98,5.37,5.07,30,5,1283.47,6,6518.46,216.8,,2020-04-26,5-1
335.36,6.32,16.11,4630.56,11.16,249.21,25.5,33,1,54.54,41.85,2.2,67.11,231.24,89.53,6,,757.44,100.48,107.32,2749.63,137.45,10.88,5.22,4.72,30,5,1247.62,6,6618.35,222.14,,2020-04-27,5-1
345.66,5.61,15.55,4720.35,9.5,233.62,24.75,33,1,53.31,40.13,2.15,64.7,228.78,89.86,6,,732.59,101.65,109.59,2759.94,134.1,10.77,5.08,4.38,30,5,1212.13,6,6719.42,227.33,,2020-04-28,5-1
355.79,4.98,15,4810.26,8.16,218.69,24.01,33,1,52.08,38.48,2.09,62.38,226.1,89.9,6,,708.2,102.8,111.8,2768.76,130.71,10.65,4.93,4.06,30,5,1177.08,6,6821.65,232.37,,2020-04-29,5-1
365.73,4.43,14.46,4900.18,7.06,204.46,23.29,33,1,50.84,36.88,2.04,60.16,223.23,89.86,6,,684.3,103.95,113.95,2776.35,127.28,10.52,4.79,3.76,30,5,1142.53,6,6925.03,237.27,,2020-04-30,5-1
375.48,3.95,13.94,4989.84,6.15,190.93,22.58,33,1,49.62,35.32,1.99,58.01,220.19,89.41,6,,660.89,105.08,116.04,2782.95,123.85,10.39,4.65,3.47,30,5,1108.55,6,7029.54,242.02,,2020-05-01,5-1
385.03,3.53,13.43,5079.09,5.39,178.12,21.88,33,1,48.4,33.83,1.93,55.94,217.01,89.14,6,,637.99,106.2,118.07,2788.7,120.41,10.25,4.51,3.2,30,5,1075.17,6,7135.18,246.63,,2020-05-02,5-1
394.39,3.16,12.93,5168.18,4.74,166.02,21.2,33,1,47.19,32.41,1.88,53.95,213.69,89.04,6,,615.62,107.31,120.05,2793.76,116.97,10.1,4.37,2.92,30,5,1042.43,6,7241.94,251.1,,2020-05-03,5-1
403.55,2.83,12.45,5257.22,4.19,154.63,20.53,33,1,46,31.04,1.83,52.03,210.26,89.01,6,,593.79,108.41,121.97,2798.22,113.56,9.94,4.24,2.64,30,5,1010.35,6,7349.8,255.43,,2020-05-04,5-1
412.52,2.53,11.98,5346.09,3.72,143.95,19.88,33,1,44.81,29.73,1.78,50.17,206.73,88.67,6,,572.51,109.5,123.83,2802.17,110.17,9.79,4.1,2.34,30,5,978.96,6,7458.76,259.62,,2020-05-05,5-1
421.28,2.28,11.52,5434.04,3.31,133.98,19.25,33,1,43.06,28.47,1.73,48.39,203.12,87.08,6,,551.8,110.38,125.65,2805.69,106.8,9.63,3.97,2,30,5,948.27,6,7567.72,263.68,,2020-05-06,5-1
430.7,2.05,11.07,5520.18,2.96,124.68,18.63,33,1,40.36,27.23,1.68,46.66,199.43,85.16,6,,531.64,111.45,127.41,2808.82,103.48,9.46,3.84,1.7,30,5,918.3,6,7666.96,267.61,,2020-05-07,5-1
440.1,1.84,10.64,5604.16,2.65,116.01,18.02,33,1,37.69,26,1.64,45,195.69,82.6,6,,512,112.5,129.11,2811.62,100.19,9.29,3.72,1.48,30,5,889.05,6,7752.93,271.41,,2020-05-08,5-1
449.33,1.66,10.22,5685.49,2.38,107.91,17.44,33,1,35.12,24.8,1.59,43.39,191.9,79.99,6,,492.86,113.55,130.77,2814.13,96.95,9.13,3.59,1.32,30,5,860.52,6,7828.79,275.08,,2020-05-09,5-1
458.39,1.49,9.82,5763.82,2.14,100.34,16.86,33,1,32.67,23.63,1.54,41.85,188.08,76.57,6,,474.2,114.58,132.38,2816.39,93.77,8.96,3.47,1.21,30,5,832.73,6,7896.8,278.63,,2020-05-10,5-1
467.28,1.34,9.43,5838.85,1.92,93.25,16.31,33,1,30.38,22.51,1.49,40.35,184.23,73.6,6,,456.02,115.61,133.94,2818.42,90.65,8.78,3.35,1.11,30,5,805.67,6,7958.39,282.05,,2020-05-11,5-1
475.99,1.2,9.05,5911.06,1.73,86.63,15.77,33,1,28.23,21.45,1.39,38.91,180.37,70.91,6,,438.33,116.63,135.45,2820.24,87.59,8.61,3.23,1.02,30,5,779.33,6,8014.65,285.36,,2020-05-12,5-1
484.54,1.07,8.68,5980.8,1.56,80.43,15.24,33,1,26.22,20.46,1.3,37.53,176.5,68.59,6,,421.15,117.63,136.91,2821.88,84.58,8.44,3.12,0.94,30,5,753.71,6,8066.41,288.54,,2020-05-13,5-1
492.91,0.94,8.33,6048.11,1.41,74.63,14.73,33,1,24.34,19.5,1.21,36.19,172.62,65.87,6,,404.49,116.56,138.33,2823.37,81.65,8.27,3.01,0.86,30,5,728.82,6,8114.32,291.61,,2020-05-14,5-1
501.11,0.83,7.98,6112.73,1.27,69.2,14.24,33,1,22.59,18.61,1.13,34.9,168.75,63.44,6,,388.37,117.54,139.7,2824.71,78.77,8.1,2.9,0.79,30,5,704.63,6,8158.85,294.58,,2020-05-15,5-1
509.14,0.74,7.65,6175.11,1.15,64.12,13.76,33,1,20.95,17.75,1.05,33.65,164.9,61.36,6,,372.77,118.51,141.03,2825.92,75.97,7.93,2.79,0.73,30,5,681.15,6,8255.92,297.43,,2020-05-16,5-1
517,0.92,7.33,6235.27,1.05,59.49,13.3,33,1,19.44,16.96,0.97,32.46,161.06,59.21,6,,357.72,119.47,142.31,2827.02,73.24,7.76,2.69,0.69,30,5,658.36,6,8374.92,300.17,,2020-05-17,5-1
524.69,0.73,7.04,6293.7,0.99,55.16,12.85,33,1,18.27,16.2,0.8,31.37,157.25,57.77,6,,343.18,118.37,143.55,2828.03,70.59,7.6,2.58,0.96,30,5,636.27,6,8494.16,302.81,,2020-05-18,5-1
532.21,0.63,6.74,6350.83,1,51.07,12.41,33,1,17.25,15.56,0.75,30.3,153.46,56.59,6,,329.2,114.53,144.75,2829.03,68.01,7.43,2.49,0.88,30,5,614.91,6,8605.95,305.35,,2020-05-19,5-1
539.57,0.56,6.46,6407.39,1.03,47.2,11.99,33,1,16.26,15.05,0.7,29.37,149.71,56.59,6,,315.86,115.44,145.9,2830.04,65.5,7.27,2.39,0.8,30,5,594.27,6,8709.34,307.8,,2020-05-20,5-1
546.76,0.51,6.19,6464.38,1.1,43.61,11.59,33,1,15.31,14.68,0.65,28.79,146.01,57.39,6,,303.25,116.34,147.02,2831.11,63.07,7.1,2.3,0.73,30,5,574.56,6,8809.74,310.15,,2020-05-21,5-1
553.79,0.48,5.95,6522.39,1.19,40.29,11.22,33,1,14.4,14.51,0.61,28.56,142.36,58.63,6,,291.46,117.23,148.1,2832.26,60.73,6.94,2.22,0.67,30,5,556.05,6,8910.5,312.41,,2020-05-22,5-1
560.67,0.45,5.72,6581.74,1.28,37.23,10.88,33,1,13.54,14.43,0.57,28.63,138.78,60.06,6,,280.55,118.12,149.15,2833.49,58.47,6.79,2.13,0.62,30,5,541.13,6,9013.42,314.6,,2020-05-23,5-1
567.39,0.43,5.52,6642.54,1.38,34.41,10.57,33,1,12.71,14.46,0.53,28.93,135.27,61.52,6,,270.57,118.99,150.16,2834.82,56.31,6.64,2.06,0.56,30,5,528.91,6,9119.41,316.7,,2020-05-24,5-1
573.96,0.41,5.34,6704.76,1.46,31.81,10.3,33,1,11.93,14.56,0.49,29.36,131.86,62.92,6,,261.52,119.86,151.14,2836.24,54.26,6.49,1.98,0.52,30,5,517.53,6,9228.79,318.72,,2020-05-25,5-1
