date,hospitalBedsRequired,hospitalBedCapacity,ICUBedsInUse,ICUBedCapacity,ventilatorsInUse,ventilatorCapacity,RtIndicator,RtIndicatorCI90,cumulativeDeaths,cumulativeInfected,currentInfected,currentSusceptible,currentExposed,cumulativePositiveTests,cumulativeNegativeTests,fips_char,fips
2020-04-12,0,87,0,3,0,5,,,0,562,128,45461,61,26,254,36003,36003
2020-04-13,0,87,0,3,0,5,,,0,587,127,45436,60,28,266,36003,36003
2020-04-14,0,87,0,3,0,5,,,1,612,126,45412,60,28,276,36003,36003
2020-04-15,0,87,0,3,0,5,,,1,636,125,45388,59,28,284,36003,36003
2020-04-16,0,87,0,3,0,5,,,1,660,123,45365,59,29,304,36003,36003
2020-04-17,0,87,0,3,0,5,,,1,684,122,45341,58,30,318,36003,36003
2020-04-18,0,87,0,3,0,5,,,1,708,121,45318,57,30,325,36003,36003
2020-04-19,0,87,0,3,0,5,,,1,732,120,45295,57,30,330,36003,36003
2020-04-20,0,87,0,3,0,5,,,1,755,119,45272,56,30,339,36003,36003
2020-04-21,0,87,0,3,0,5,,,1,778,118,45250,56,30,349,36003,36003
2020-04-22,0,87,0,3,0,5,,,1,801,117,45227,56,30,363,36003,36003
2020-04-23,0,87,0,3,0,5,,,1,824,116,45205,55,31,372,36003,36003
2020-04-24,0,87,0,3,0,5,,,1,847,115,45182,55,35,429,36003,36003
2020-04-25,0,87,0,3,0,5,,,2,869,114,45160,55,35,441,36003,36003
2020-04-26,0,87,0,3,0,5,,,2,892,113,45138,55,35,450,36003,36003
2020-04-27,0,87,0,3,0,5,,,2,914,112,45115,54,35,464,36003,36003
2020-04-28,0,87,0,3,0,5,,,2,936,112,45093,54,35,490,36003,36003
2020-04-29,0,87,0,3,0,5,,,2,959,111,45071,54,35,508,36003,36003
2020-04-30,0,87,0,3,0,5,,,2,981,111,45049,54,35,528,36003,36003
2020-05-01,0,87,0,3,0,5,,,2,1003,110,45027,54,35,539,36003,36003
2020-05-02,0,87,0,3,0,5,,,2,1025,110,45005,54,35,557,36003,36003
2020-05-03,0,87,0,3,0,5,,,2,1047,109,44983,54,35,571,36003,36003
2020-05-04,0,87,0,3,0,5,,,2,1070,109,44961,54,35,602,36003,36003
2020-05-05,0,87,0,3,0,5,,,2,1092,109,44939,54,35,624,36003,36003
2020-05-06,0,87,0,3,0,5,,,2,1114,108,44917,53,35,664,36003,36003
2020-05-07,0,87,0,3,0,5,,,3,1136,108,44895,53,35,697,36003,36003
2020-05-08,0,87,0,3,0,5,,,3,1157,108,44873,53,35,715,36003,36003
2020-05-09,0,87,0,3,0,5,,,3,1179,108,44852,53,36,734,36003,36003
2020-05-10,0,87,0,3,0,5,,,3,1201,107,44830,53,38,767,36003,36003
2020-05-11,0,87,0,3,0,5,,,3,1223,107,44809,53,42,804,36003,36003
2020-05-12,0,87,0,3,0,5,,,3,1244,107,44787,52,44,841,36003,36003
2020-05-13,0,87,0,3,0,5,,,3,1266,106,44766,52,44,894,36003,36003
2020-05-14,0,87,0,3,0,5,,,3,1287,106,44745,52,44,938,36003,36003
2020-05-15,0,87,0,3,0,5,,,3,1309,106,44723,52,44,965,36003,36003
2020-05-16,0,87,0,3,0,5,,,3,1330,105,44702,52,44,1001,36003,36003
2020-05-17,0,87,0,3,0,5,,,3,1351,105,44681,51,44,1090,36003,36003
2020-05-18,0,87,0,3,0,5,,,3,1372,105,44660,51,44,1118,36003,36003
2020-05-19,0,87,0,3,0,5,,,4,1393,104,44639,51,44,1167,36003,36003
2020-05-20,0,87,0,3,0,5,,,4,1414,104,44619,51,44,1235,36003,36003
2020-05-21,0,87,0,3,0,5,,,4,1435,104,44598,51,44,1282,36003,36003
2020-05-22,0,87,0,3,0,5,,,4,1456,103,44577,51,44,1308,36003,36003
2020-05-23,0,87,0,3,0,5,,,4,1477,103,44557,50,44,1341,36003,36003
2020-05-24,0,87,0,3,0,5,,,4,1498,102,44536,50,44,1394,36003,36003
2020-05-25,0,87,0,3,0,5,,,4,1518,102,44516,50,44,1422,36003,36003
2020-05-26,0,87,0,3,0,5,,,4,1539,102,44496,50,45,1517,36003,36003
2020-05-27,0,87,0,3,0,5,,,4,1559,101,44475,49,45,1615,36003,36003
2020-05-28,0,87,0,3,0,5,,,4,1579,101,44455,49,45,1675,36003,36003
2020-05-29,0,87,0,3,0,5,,,4,1600,100,44435,49,45,1739,36003,36003
2020-05-30,0,87,0,3,0,5,,,4,1620,100,44415,49,45,1790,36003,36003
2020-05-31,0,87,0,3,0,5,,,4,1640,100,44395,49,48,1887,36003,36003
2020-06-01,0,87,0,3,0,5,,,5,1660,99,44376,48,48,2047,36003,36003
2020-06-02,0,87,0,3,0,5,,,5,1680,99,44356,48,49,2227,36003,36003
2020-06-03,0,87,0,3,0,5,,,5,1699,98,44337,48,49,2358,36003,36003
2020-06-04,0,87,0,3,0,5,,,5,1719,98,44317,48,51,2510,36003,36003
2020-06-05,0,87,0,3,0,5,,,5,1739,97,44298,48,51,2819,36003,36003
2020-06-06,0,87,0,3,0,5,,,5,1758,97,44278,47,51,2917,36003,36003
2020-06-07,0,87,0,3,0,5,,,5,1778,97,44259,47,51,3066,36003,36003
2020-06-08,0,87,0,3,0,5,,,5,1797,96,44240,47,51,3286,36003,36003
2020-06-09,0,87,0,3,0,5,,,5,1816,96,44221,47,52,3413,36003,36003
2020-06-10,0,87,0,3,0,5,,,5,1835,95,44202,46,53,3549,36003,36003
2020-06-11,0,87,0,3,0,5,,,5,1854,95,44183,46,53,3712,36003,36003
2020-06-12,0,87,0,3,0,5,,,5,1873,94,44165,46,54,3855,36003,36003
2020-06-13,0,87,0,3,0,5,,,5,1892,94,44146,46,54,3958,36003,36003
2020-06-14,0,87,0,3,0,5,,,6,1911,93,44128,45,55,4022,36003,36003
2020-06-15,0,87,0,3,0,5,,,6,1930,93,44109,45,55,4142,36003,36003
2020-06-16,0,87,0,3,0,5,,,6,1948,92,44091,45,55,4276,36003,36003
2020-06-17,0,87,0,3,0,5,,,6,1967,92,44073,45,57,4351,36003,36003
2020-06-18,0,87,0,3,0,5,,,6,1985,92,44054,44,58,4570,36003,36003
2020-06-19,0,87,0,3,0,5,,,6,2003,91,44036,44,58,4736,36003,36003
2020-06-20,0,87,0,3,0,5,,,6,2021,91,44019,44,58,4802,36003,36003
2020-06-21,0,87,0,3,0,5,,,6,2040,90,44001,44,58,4802,36003,36003
2020-06-22,0,87,0,3,0,5,,,6,2057,90,43983,43,,,36003,36003
2020-06-23,0,87,0,3,0,5,,,6,2075,89,43965,43,,,36003,36003
2020-06-24,0,87,0,3,0,5,,,6,2093,89,43948,43,,,36003,36003
2020-06-25,0,87,0,3,0,5,,,6,2111,88,43931,43,,,36003,36003
2020-06-26,0,87,0,3,0,5,,,6,2128,88,43914,42,,,36003,36003
2020-06-27,0,87,0,3,0,5,,,6,2145,87,43897,42,,,36003,36003
2020-06-28,0,87,0,3,0,5,,,6,2163,86,43880,42,,,36003,36003
2020-06-29,0,87,0,3,0,5,,,7,2180,86,43863,41,,,36003,36003
2020-06-30,0,87,0,3,0,5,,,7,2197,85,43847,41,,,36003,36003
2020-07-01,0,87,0,3,0,5,,,7,2213,85,43830,40,,,36003,36003
2020-07-02,0,87,0,3,0,5,,,7,2230,84,43814,40,,,36003,36003
2020-07-03,0,87,0,3,0,5,,,7,2246,83,43798,40,,,36003,36003
2020-07-04,0,87,0,3,0,5,,,7,2263,82,43782,39,,,36003,36003
2020-07-05,0,87,0,3,0,5,,,7,2279,82,43767,39,,,36003,36003
2020-07-06,0,87,0,3,0,5,,,7,2294,81,43751,38,,,36003,36003
2020-07-07,0,87,0,3,0,5,,,7,2310,80,43736,38,,,36003,36003
2020-07-08,0,87,0,3,0,5,,,7,2326,79,43721,37,,,36003,36003
2020-07-09,0,87,0,3,0,5,,,7,2341,78,43706,37,,,36003,36003
2020-07-10,0,87,0,3,0,5,,,7,2356,77,43692,36,,,36003,36003
2020-07-11,0,87,0,3,0,5,,,7,2371,76,43677,36,,,36003,36003
2020-07-12,0,87,0,3,0,5,,,7,2386,76,43663,35,,,36003,36003
2020-07-13,0,87,0,3,0,5,,,7,2400,75,43649,35,,,36003,36003
2020-07-14,0,87,0,3,0,5,,,7,2415,74,43635,35,,,36003,36003
2020-07-15,0,87,0,3,0,5,,,8,2429,73,43621,34,,,36003,36003
2020-07-16,0,87,0,3,0,5,,,8,2443,72,43607,34,,,36003,36003
2020-07-17,0,87,0,3,0,5,,,8,2457,71,43594,33,,,36003,36003
2020-07-18,0,87,0,3,0,5,,,8,2470,70,43581,33,,,36003,36003
2020-07-19,0,87,0,3,0,5,,,8,2484,69,43567,32,,,36003,36003
2020-07-20,0,87,0,3,0,5,,,8,2497,69,43554,32,,,36003,36003
2020-07-21,0,87,0,3,0,5,,,8,2511,68,43542,32,,,36003,36003
2020-07-22,0,87,0,3,0,5,,,8,2524,67,43529,31,,,36003,36003
2020-07-23,0,87,0,3,0,5,,,8,2537,66,43517,31,,,36003,36003
2020-07-24,0,87,0,3,0,5,,,8,2549,65,43504,31,,,36003,36003
2020-07-25,0,87,0,3,0,5,,,8,2562,65,43492,30,,,36003,36003
2020-07-26,0,87,0,3,0,5,,,8,2574,64,43480,30,,,36003,36003
2020-07-27,0,87,0,3,0,5,,,8,2587,63,43468,29,,,36003,36003
2020-07-28,0,87,0,3,0,5,,,8,2599,62,43456,29,,,36003,36003
2020-07-29,0,87,0,3,0,5,,,8,2611,61,43445,29,,,36003,36003
2020-07-30,0,87,0,3,0,5,,,8,2622,61,43433,28,,,36003,36003
2020-07-31,0,87,0,3,0,5,,,8,2634,60,43422,28,,,36003,36003
2020-08-01,0,87,0,3,0,5,,,8,2646,59,43411,28,,,36003,36003
2020-08-02,0,87,0,3,0,5,,,9,2657,58,43400,27,,,36003,36003
2020-08-03,0,87,0,3,0,5,,,9,2668,58,43389,27,,,36003,36003
2020-08-04,0,87,0,3,0,5,,,9,2679,57,43378,26,,,36003,36003
2020-08-05,0,87,0,3,0,5,,,9,2690,56,43368,26,,,36003,36003
2020-08-06,0,87,0,3,0,5,,,9,2701,55,43357,26,,,36003,36003
2020-08-07,0,87,0,3,0,5,,,9,2712,55,43347,25,,,36003,36003
2020-08-08,0,87,0,3,0,5,,,9,2722,54,43337,25,,,36003,36003
2020-08-09,0,87,0,3,0,5,,,9,2733,53,43327,25,,,36003,36003
2020-08-10,0,87,0,3,0,5,,,9,2743,53,43317,24,,,36003,36003
2020-08-11,0,87,0,3,0,5,,,9,2753,52,43307,24,,,36003,36003
2020-08-12,0,87,0,3,0,5,,,9,2763,51,43297,24,,,36003,36003
2020-08-13,0,87,0,3,0,5,,,9,2773,51,43288,24,,,36003,36003
2020-08-14,0,87,0,3,0,5,,,9,2783,50,43278,23,,,36003,36003
2020-08-15,0,87,0,3,0,5,,,9,2792,49,43269,23,,,36003,36003
2020-08-16,0,87,0,3,0,5,,,9,2802,49,43260,23,,,36003,36003
2020-08-17,0,87,0,3,0,5,,,9,2811,48,43250,22,,,36003,36003
2020-08-18,0,87,0,3,0,5,,,9,2821,47,43241,22,,,36003,36003
2020-08-19,0,87,0,3,0,5,,,9,2830,47,43233,22,,,36003,36003
2020-08-20,0,87,0,3,0,5,,,9,2839,46,43224,21,,,36003,36003
2020-08-21,0,87,0,3,0,5,,,9,2848,46,43215,21,,,36003,36003
2020-08-22,0,87,0,3,0,5,,,9,2856,45,43207,21,,,36003,36003
2020-08-23,0,87,0,3,0,5,,,9,2865,44,43198,21,,,36003,36003
2020-08-24,0,87,0,3,0,5,,,9,2874,44,43190,20,,,36003,36003
2020-08-25,0,87,0,3,0,5,,,9,2882,43,43182,20,,,36003,36003
2020-08-26,0,87,0,3,0,5,,,10,2890,43,43174,20,,,36003,36003
2020-08-27,0,87,0,3,0,5,,,10,2899,42,43166,19,,,36003,36003
2020-08-28,0,87,0,3,0,5,,,10,2907,41,43158,19,,,36003,36003
2020-08-29,0,87,0,3,0,5,,,10,2915,41,43150,19,,,36003,36003
2020-08-30,0,87,0,3,0,5,,,10,2923,40,43143,19,,,36003,36003
2020-08-31,0,87,0,3,0,5,,,10,2930,40,43135,18,,,36003,36003
2020-09-01,0,87,0,3,0,5,,,10,2938,39,43128,18,,,36003,36003
2020-09-02,0,87,0,3,0,5,,,10,2946,39,43120,18,,,36003,36003
2020-09-03,0,87,0,3,0,5,,,10,2953,38,43113,18,,,36003,36003
2020-09-04,0,87,0,3,0,5,,,10,2960,38,43106,17,,,36003,36003
2020-09-05,0,87,0,3,0,5,,,10,2968,37,43099,17,,,36003,36003
2020-09-06,0,87,0,3,0,5,,,10,2975,37,43092,17,,,36003,36003
2020-09-07,0,87,0,3,0,5,,,10,2982,36,43085,17,,,36003,36003
2020-09-08,0,87,0,3,0,5,,,10,2989,36,43078,16,,,36003,36003
2020-09-09,0,87,0,3,0,5,,,10,2996,35,43072,16,,,36003,36003
2020-09-10,0,87,0,3,0,5,,,10,3003,35,43065,16,,,36003,36003
2020-09-11,0,87,0,3,0,5,,,10,3010,34,43059,16,,,36003,36003
2020-09-12,0,87,0,3,0,5,,,10,3016,34,43052,16,,,36003,36003
2020-09-13,0,87,0,3,0,5,,,10,3023,33,43046,15,,,36003,36003
2020-09-14,0,87,0,3,0,5,,,10,3029,33,43040,15,,,36003,36003
2020-09-15,0,87,0,3,0,5,,,10,3036,32,43034,15,,,36003,36003
2020-09-16,0,87,0,3,0,5,,,10,3042,32,43027,15,,,36003,36003
2020-09-17,0,87,0,3,0,5,,,10,3048,31,43022,14,,,36003,36003
2020-09-18,0,87,0,3,0,5,,,10,3054,31,43016,14,,,36003,36003
2020-09-19,0,87,0,3,0,5,,,10,3060,31,43010,14,,,36003,36003
2020-09-20,0,87,0,3,0,5,,,10,3066,30,43004,14,,,36003,36003
2020-09-21,0,87,0,3,0,5,,,10,3072,30,42999,14,,,36003,36003
2020-09-22,0,87,0,3,0,5,,,10,3077,29,42993,13,,,36003,36003
2020-03-13,0,1400,0,30,0,151,,,0,0,99,460308,119,,,36067,36067
2020-03-14,0,1400,0,30,0,151,,,0,53,130,460228,145,,,36067,36067
2020-03-15,0,1400,0,30,0,151,,,0,120,166,460125,182,1,58,36067,36067
2020-03-16,0,1400,0,30,0,151,,,0,203,211,459994,229,2,112,36067,36067
2020-03-17,0,1400,0,30,0,151,1.5,4,0,309,268,459828,290,2,127,36067,36067
2020-03-18,0,1400,0,30,0,151,1.62,2.46,0,442,339,459617,367,5,222,36067,36067
2020-03-19,0,1400,0,30,0,151,1.48,1.88,0,610,429,459358,458,8,279,36067,36067
2020-03-20,0,1400,0,30,0,151,1.54,1.62,0,818,538,459048,561,17,403,36067,36067
2020-03-21,1,1400,0,30,0,151,1.7,1.4,0,1070,667,458682,675,29,548,36067,36067
2020-03-22,1,1400,1,30,0,151,1.68,1.22,0,1370,816,458256,800,52,1063,36067,36067
2020-03-23,1,1400,1,30,0,151,1.64,1.1,0,1724,986,457770,933,60,1184,36067,36067
2020-03-24,2,1400,1,30,1,151,1.62,0.98,0,2132,1174,457224,1071,65,1303,36067,36067
2020-03-25,2,1400,2,30,1,151,1.64,0.92,0,2597,1378,456621,1209,83,1551,36067,36067
2020-03-26,3,1400,2,30,1,151,1.7,0.84,0,3116,1594,455970,1340,115,1963,36067,36067
2020-03-27,3,1400,3,30,1,151,1.72,0.76,0,3688,1817,455281,1458,129,2301,36067,36067
2020-03-28,4,1400,3,30,2,151,1.66,0.7,0,4303,2039,454566,1557,152,2765,36067,36067
2020-03-29,5,1400,4,30,2,151,1.64,0.64,0,4954,2252,453844,1629,180,2943,36067,36067
2020-03-30,5,1400,4,30,3,151,1.58,0.6,0,5627,2445,453131,1668,194,3068,36067,36067
2020-03-31,6,1400,5,30,3,151,1.54,0.56,0,6309,2610,452449,1668,217,3208,36067,36067
2020-04-01,7,1400,6,30,3,151,1.48,0.54,0,6985,2739,451808,1633,234,3382,36067,36067
2020-04-02,8,1400,6,30,4,151,1.42,0.52,0,7642,2827,451196,1589,252,3559,36067,36067
2020-04-03,8,1400,7,30,4,151,1.34,0.52,0,8286,2887,450569,1572,262,3770,36067,36067
2020-04-04,9,1400,7,30,4,151,1.3,0.5,0,8926,2933,449931,1569,268,3895,36067,36067
2020-04-05,9,1400,8,30,5,151,1.24,0.48,0,9567,2971,449285,1575,271,3981,36067,36067
2020-04-06,10,1400,8,30,5,151,1.22,0.46,0,10211,3004,448632,1584,335,4606,36067,36067
2020-04-07,10,1400,9,30,5,151,1.16,0.46,0,10859,3035,447973,1595,347,4720,36067,36067
2020-04-08,11,1400,9,30,6,151,1.14,0.46,0,11512,3065,447308,1607,358,4954,36067,36067
2020-04-09,11,1400,10,30,6,151,1.1,0.46,0,12170,3094,446637,1620,369,5091,36067,36067
2020-04-10,12,1400,10,30,6,151,1.08,0.44,0,12833,3122,445961,1632,380,5196,36067,36067
2020-04-11,12,1400,10,30,6,151,1.08,0.46,0,13501,3150,445280,1645,397,5348,36067,36067
2020-04-12,12,1400,10,30,6,151,1.06,0.46,0,14175,3177,444594,1658,416,5471,36067,36067
2020-04-13,13,1400,11,30,7,151,1.08,0.44,0,14854,3204,443903,1670,431,5576,36067,36067
2020-04-14,13,1400,11,30,7,151,1.06,0.44,0,15537,3230,443207,1682,449,5777,36067,36067
2020-04-15,13,1400,11,30,7,151,1.08,0.44,0,16226,3256,442507,1694,462,5898,36067,36067
2020-04-16,13,1400,11,30,7,151,1.06,0.46,0,16919,3282,441802,1706,483,6058,36067,36067
2020-04-17,14,1400,12,30,7,151,1.12,0.44,3,17617,3307,441093,1717,492,6201,36067,36067
2020-04-18,14,1400,12,30,7,151,1.12,0.44,5,18320,3331,440379,1728,498,6313,36067,36067
2020-04-19,14,1400,12,30,7,151,1.12,0.44,7,19027,3355,439661,1739,509,6415,36067,36067
2020-04-20,14,1400,12,30,8,151,1.14,0.42,9,19738,3379,438939,1749,514,6511,36067,36067
2020-04-21,14,1400,12,30,8,151,1.14,0.44,12,20454,3402,438213,1760,526,6651,36067,36067
2020-04-22,15,1400,12,30,8,151,1.14,0.44,14,21173,3424,437484,1770,600,7282,36067,36067
2020-04-23,15,1400,13,30,8,151,1.16,0.42,16,21897,3446,436750,1779,639,7965,36067,36067
2020-04-24,15,1400,13,30,8,151,1.2,0.4,18,22625,3467,436013,1789,664,8470,36067,36067
2020-04-25,15,1400,13,30,8,151,1.2,0.4,21,23356,3488,435273,1798,692,8722,36067,36067
2020-04-26,15,1400,13,30,8,151,1.22,0.4,23,24091,3508,434529,1806,726,8944,36067,36067
2020-04-27,15,1400,13,30,8,151,1.22,0.4,26,24829,3528,433783,1815,742,9196,36067,36067
2020-04-28,16,1400,13,30,8,151,1.22,0.4,28,25571,3547,433033,1823,782,9542,36067,36067
2020-04-29,16,1400,13,30,8,151,1.22,0.38,31,26316,3565,432281,1830,832,9835,36067,36067
2020-04-30,16,1400,13,30,8,151,1.22,0.38,33,27063,3583,431526,1837,860,10141,36067,36067
2020-05-01,16,1400,13,30,9,151,1.2,0.38,36,27814,3600,430769,1844,903,10531,36067,36067
2020-05-02,16,1400,14,30,9,151,1.2,0.36,38,28567,3616,430009,1850,952,11075,36067,36067
2020-05-03,16,1400,14,30,9,151,1.2,0.36,41,29323,3631,429248,1856,971,11492,36067,36067
2020-05-04,16,1400,14,30,9,151,1.2,0.36,43,30081,3646,428485,1861,1002,11637,36067,36067
2020-05-05,16,1400,14,30,9,151,1.2,0.34,46,30841,3660,427720,1866,1056,12314,36067,36067
2020-05-06,16,1400,14,30,9,151,1.18,0.34,48,31603,3673,426953,1871,1115,12789,36067,36067
2020-05-07,16,1400,14,30,9,151,1.18,0.34,51,32366,3685,426186,1874,1169,13142,36067,36067
2020-05-08,17,1400,14,30,9,151,1.16,0.34,54,33131,3696,425417,1878,1218,13557,36067,36067
2020-05-09,17,1400,14,30,9,151,1.16,0.32,56,33898,3707,424647,1881,1265,14017,36067,36067
2020-05-10,17,1400,14,30,9,151,1.14,0.32,59,34666,3716,423877,1884,1287,14235,36067,36067
2020-05-11,17,1400,14,30,9,151,1.12,0.32,61,35435,3725,423106,1886,1308,14543,36067,36067
2020-05-12,17,1400,14,30,9,151,1.1,0.32,64,36204,3732,422335,1887,1395,15522,36067,36067
2020-05-13,17,1400,14,30,9,151,1.12,0.34,67,36974,3739,421564,1888,1423,16177,36067,36067
2020-05-14,17,1400,14,30,9,151,1.1,0.34,70,37744,3745,420793,1889,1440,16545,36067,36067
2020-05-15,17,1400,14,30,9,151,1.1,0.32,72,38515,3750,420022,1889,1469,17604,36067,36067
2020-05-16,17,1400,14,30,9,151,1.1,0.32,75,39286,3754,419252,1889,1501,18220,36067,36067
2020-05-17,17,1400,14,30,9,151,1.12,0.32,78,40056,3757,418482,1888,1520,18684,36067,36067
2020-05-18,17,1400,14,30,9,151,1.12,0.32,80,40826,3759,417713,1887,1665,20117,36067,36067
2020-05-19,17,1400,14,30,9,151,1.12,0.32,83,41595,3760,416946,1885,1718,21908,36067,36067
2020-05-20,17,1400,15,30,9,151,1.12,0.32,86,42364,3761,416179,1883,1771,22992,36067,36067
2020-05-21,17,1400,15,30,9,151,1.1,0.32,89,43132,3760,415414,1881,1828,24279,36067,36067
2020-05-22,17,1400,15,30,9,151,1.1,0.3,91,43898,3758,414651,1878,1904,26705,36067,36067
2020-05-23,17,1400,15,30,10,151,1.08,0.32,94,44663,3756,413889,1874,1953,28008,36067,36067
2020-05-24,17,1400,15,30,10,151,1.08,0.32,97,45427,3752,413130,1870,1981,29155,36067,36067
2020-05-25,17,1400,15,30,10,151,1.06,0.32,100,46188,3748,412372,1866,2012,30253,36067,36067
2020-05-26,17,1400,15,30,10,151,1.04,0.32,102,46948,3743,411617,1861,2033,30908,36067,36067
2020-05-27,17,1400,15,30,10,151,1,0.32,105,47706,3736,410865,1855,2054,31704,36067,36067
2020-05-28,17,1400,15,30,10,151,0.98,0.32,108,48462,3729,410115,1850,2092,33397,36067,36067
2020-05-29,17,1400,15,30,10,151,0.98,0.32,111,49215,3721,409368,1843,2133,35457,36067,36067
2020-05-30,17,1400,15,30,10,151,0.98,0.32,113,49966,3713,408624,1837,2170,37249,36067,36067
2020-05-31,17,1400,15,30,10,151,0.96,0.32,116,50713,3703,407883,1830,2197,38296,36067,36067
2020-06-01,17,1400,15,30,10,151,0.96,0.32,119,51458,3692,407146,1822,2228,39300,36067,36067
2020-06-02,17,1400,14,30,10,151,0.96,0.32,122,52200,3681,406412,1814,2256,40794,36067,36067
2020-06-03,17,1400,14,30,10,151,0.96,0.32,124,52938,3668,405682,1806,2295,42944,36067,36067
2020-06-04,17,1400,14,30,9,151,0.94,0.34,127,53673,3655,404956,1798,2329,44511,36067,36067
2020-06-05,17,1400,14,30,9,151,0.94,0.32,130,54405,3641,404233,1789,2375,46651,36067,36067
2020-06-06,17,1400,14,30,9,151,0.94,0.32,133,55133,3626,403515,1779,2392,47979,36067,36067
2020-06-07,17,1400,14,30,9,151,0.92,0.34,135,55856,3611,402801,1769,2408,50003,36067,36067
2020-06-08,17,1400,14,30,9,151,0.92,0.34,138,56576,3594,402091,1759,2427,50988,36067,36067
2020-06-09,17,1400,14,30,9,151,0.9,0.34,141,57292,3577,401386,1749,2433,53179,36067,36067
2020-06-10,17,1400,14,30,9,151,0.9,0.34,143,58003,3559,400685,1738,2454,54380,36067,36067
2020-06-11,17,1400,14,30,9,151,0.9,0.34,146,58710,3541,399990,1727,2474,56432,36067,36067
2020-06-12,17,1400,14,30,9,151,0.9,0.34,149,59412,3521,399299,1716,2498,57906,36067,36067
2020-06-13,17,1400,14,30,9,151,0.9,0.36,151,60109,3501,398613,1704,2519,60641,36067,36067
2020-06-14,16,1400,14,30,9,151,0.9,0.36,154,60802,3480,397933,1692,2531,61476,36067,36067
2020-06-15,16,1400,14,30,9,151,0.92,0.34,157,61490,3459,397257,1680,2545,62807,36067,36067
2020-06-16,16,1400,14,30,9,151,0.92,0.36,159,62172,3437,396587,1667,2558,63664,36067,36067
2020-06-17,16,1400,14,30,9,151,0.92,0.36,162,62850,3414,395923,1654,2615,65047,36067,36067
2020-06-18,16,1400,14,30,9,151,0.94,0.36,165,63522,3391,395264,1641,2634,66722,36067,36067
2020-06-19,16,1400,14,30,9,151,0.94,0.36,167,64189,3367,394610,1628,2644,67982,36067,36067
2020-06-20,16,1400,13,30,9,151,0.94,0.36,170,64850,3343,393963,1614,2666,70288,36067,36067
2020-06-21,16,1400,13,30,9,151,0.92,0.38,172,65505,3318,393321,1600,2666,70288,36067,36067
2020-06-22,16,1400,13,30,9,151,0.94,0.36,175,66155,3292,392685,1586,,,36067,36067
2020-06-23,16,1400,13,30,9,151,,,177,66799,3266,392057,1571,,,36067,36067
2020-06-24,16,1400,13,30,9,151,,,180,67435,3239,391437,1554,,,36067,36067
2020-06-25,15,1400,13,30,9,151,,,183,68065,3210,390828,1533,,,36067,36067
2020-06-26,15,1400,13,30,9,151,,,185,68685,3178,390231,1510,,,36067,36067
2020-06-27,15,1400,13,30,9,151,,,188,69296,3143,389647,1483,,,36067,36067
2020-06-28,15,1400,13,30,8,151,,,190,69895,3104,389076,1455,,,36067,36067
2020-06-29,15,1400,13,30,8,151,,,192,70483,3062,388518,1425,,,36067,36067
2020-06-30,15,1400,12,30,8,151,,,195,71059,3017,387974,1394,,,36067,36067
2020-07-01,15,1400,12,30,8,151,,,197,71621,2968,387444,1362,,,36067,36067
2020-07-02,14,1400,12,30,8,151,,,200,72170,2916,386928,1328,,,36067,36067
2020-07-03,14,1400,12,30,8,151,,,202,72705,2860,386428,1293,,,36067,36067
2020-07-04,14,1400,12,30,8,151,,,204,73226,2802,385943,1258,,,36067,36067
2020-07-05,14,1400,12,30,8,151,,,207,73732,2742,385473,1222,,,36067,36067
2020-07-06,14,1400,12,30,8,151,,,209,74223,2679,385018,1186,,,36067,36067
2020-07-07,13,1400,11,30,8,151,,,211,74700,2615,384578,1149,,,36067,36067
2020-07-08,13,1400,11,30,8,151,,,213,75161,2549,384152,1113,,,36067,36067
2020-07-09,13,1400,11,30,7,151,,,215,75608,2482,383738,1080,,,36067,36067
2020-07-10,13,1400,11,30,7,151,,,218,76042,2416,383336,1048,,,36067,36067
2020-07-11,12,1400,11,30,7,151,,,220,76464,2350,382945,1018,,,36067,36067
2020-07-12,12,1400,10,30,7,151,,,222,76873,2286,382564,989,,,36067,36067
2020-07-13,12,1400,10,30,7,151,,,224,77271,2223,382195,961,,,36067,36067
2020-07-14,12,1400,10,30,7,151,,,226,77657,2161,381836,934,,,36067,36067
2020-07-15,11,1400,10,30,7,151,,,228,78032,2101,381487,907,,,36067,36067
2020-07-16,11,1400,9,30,6,151,,,229,78397,2043,381148,881,,,36067,36067
2020-07-17,11,1400,9,30,6,151,,,231,78751,1985,380819,856,,,36067,36067
2020-07-18,11,1400,9,30,6,151,,,233,79096,1930,380500,831,,,36067,36067
2020-07-19,10,1400,9,30,6,151,,,235,79430,1875,380189,807,,,36067,36067
2020-07-20,10,1400,8,30,6,151,,,236,79755,1822,379888,784,,,36067,36067
2020-07-21,10,1400,8,30,6,151,,,238,80071,1770,379595,761,,,36067,36067
2020-07-22,9,1400,8,30,5,151,,,240,80377,1720,379310,739,,,36067,36067
2020-07-23,9,1400,8,30,5,151,,,241,80674,1671,379035,718,,,36067,36067
2020-07-24,9,1400,8,30,5,151,,,243,80964,1623,378766,697,,,36067,36067
2020-07-25,9,1400,7,30,5,151,,,244,81244,1576,378506,676,,,36067,36067
2020-07-26,8,1400,7,30,5,151,,,246,81516,1530,378254,656,,,36067,36067
2020-07-27,8,1400,7,30,5,151,,,247,81781,1486,378009,637,,,36067,36067
2020-07-28,8,1400,7,30,5,151,,,249,82037,1443,377771,618,,,36067,36067
