date,hospitalBedsRequired,hospitalBedCapacity,ICUBedsInUse,ICUBedCapacity,ventilatorsInUse,ventilatorCapacity,RtIndicator,RtIndicatorCI90,cumulativeDeaths,cumulativeInfected,currentInfected,currentSusceptible,currentExposed,cumulativePositiveTests,cumulativeNegativeTests,fips_char,fips
2020-04-16,5,131,5,3,2,8,1.16,0.8,0,5985,1291,52765,667,101,705,36021,36021
2020-04-17,5,131,5,3,2,8,1.14,0.8,0,6258,1299,52491,669,105,733,36021,36021
2020-04-18,5,131,5,3,2,8,1.14,0.78,0,6531,1306,52216,670,107,765,36021,36021
2020-04-19,5,131,5,3,3,8,1.14,0.78,0,6805,1313,51941,672,111,778,36021,36021
2020-04-20,6,131,5,3,3,8,1.14,0.76,0,7079,1318,51666,672,113,800,36021,36021
2020-04-21,6,131,5,3,3,8,1.12,0.76,0,7354,1323,51391,673,117,830,36021,36021
2020-04-22,6,131,6,3,3,8,1.16,0.76,0,7629,1327,51115,674,123,859,36021,36021
2020-04-23,6,131,6,3,3,8,1.16,0.74,0,7904,1331,50838,675,129,888,36021,36021
2020-04-24,6,131,6,3,3,8,1.16,0.72,0,8180,1334,50562,676,140,982,36021,36021
2020-04-25,6,131,6,3,3,8,1.22,0.72,0,8456,1337,50286,676,143,1006,36021,36021
2020-04-26,6,131,6,3,3,8,1.22,0.7,0,8732,1339,50010,676,146,1025,36021,36021
2020-04-27,6,131,6,3,3,8,1.2,0.68,0,9007,1341,49734,676,154,1050,36021,36021
2020-04-28,6,131,6,3,3,8,1.22,0.68,0,9283,1343,49459,676,165,1076,36021,36021
2020-04-29,6,131,6,3,3,8,1.22,0.66,0,9559,1344,49184,675,170,1132,36021,36021
2020-04-30,7,131,6,3,3,8,1.3,0.64,0,9834,1345,48910,674,202,1176,36021,36021
2020-05-01,7,131,6,3,3,8,1.3,0.64,0,10109,1345,48636,673,205,1210,36021,36021
2020-05-02,7,131,6,3,3,8,1.32,0.6,0,10383,1344,48363,672,209,1263,36021,36021
2020-05-03,7,131,6,3,3,8,1.3,0.58,0,10657,1343,48091,670,213,1297,36021,36021
2020-05-04,7,131,7,3,3,8,1.28,0.58,0,10930,1342,47821,668,229,1360,36021,36021
2020-05-05,7,131,7,3,3,8,1.26,0.56,0,11201,1339,47552,664,291,1486,36021,36021
2020-05-06,7,131,7,3,3,8,1.24,0.56,0,11471,1336,47286,661,302,1533,36021,36021
2020-05-07,7,131,7,3,3,8,1.2,0.56,0,11740,1332,47022,656,304,1601,36021,36021
2020-05-08,7,131,7,3,3,8,1.18,0.54,0,12007,1327,46760,651,304,1643,36021,36021
2020-05-09,7,131,7,3,3,8,1.14,0.54,0,12272,1321,46500,646,312,1899,36021,36021
2020-05-10,7,131,7,3,3,8,1.12,0.52,0,12534,1315,46244,640,314,1938,36021,36021
2020-05-11,7,131,7,3,3,8,1.12,0.52,0,12794,1307,45990,634,314,1993,36021,36021
2020-05-12,7,131,7,3,3,8,1.1,0.52,0,13051,1298,45739,628,318,2074,36021,36021
2020-05-13,7,131,7,3,3,8,1.06,0.52,0,13305,1289,45492,621,327,2165,36021,36021
2020-05-14,7,131,7,3,3,8,1,0.52,0,13557,1278,45247,614,333,2254,36021,36021
2020-05-15,7,131,7,3,3,8,1,0.52,0,13805,1267,45006,606,338,2320,36021,36021
2020-05-16,7,131,7,3,3,8,1,0.52,0,14051,1256,44769,599,340,2386,36021,36021
2020-05-17,7,131,7,3,3,8,1,0.54,0,14293,1243,44535,591,346,2466,36021,36021
2020-05-18,7,131,7,3,3,8,1,0.54,0,14531,1230,44305,582,350,2501,36021,36021
2020-05-19,7,131,7,3,3,8,1,0.54,0,14766,1216,44078,574,350,2608,36021,36021
2020-05-20,7,131,7,3,3,8,1,0.54,0,15000,1201,43854,565,355,2731,36021,36021
2020-05-21,7,131,7,3,3,8,1,0.54,0,15227,1186,43635,556,356,2808,36021,36021
2020-05-22,7,131,7,3,3,8,1,0.54,0,15451,1171,43420,547,359,2901,36021,36021
2020-05-23,7,131,7,3,3,8,0.98,0.54,1,15671,1155,43209,537,365,2989,36021,36021
2020-05-24,7,131,7,3,3,8,0.98,0.54,3,15889,1138,43002,528,372,3116,36021,36021
2020-05-25,7,131,6,3,3,8,0.98,0.54,4,16102,1121,42798,518,373,3260,36021,36021
2020-05-26,7,131,6,3,3,8,0.98,0.54,5,16311,1103,42598,508,380,3315,36021,36021
2020-05-27,7,131,6,3,3,8,0.98,0.56,7,16517,1085,42402,499,380,3460,36021,36021
2020-05-28,7,131,6,3,3,8,0.98,0.56,8,16719,1067,42211,489,382,3617,36021,36021
2020-05-29,6,131,6,3,3,8,0.98,0.56,9,16916,1048,42023,479,383,3741,36021,36021
2020-05-30,6,131,6,3,3,8,0.98,0.56,11,17110,1029,41840,468,387,3948,36021,36021
2020-05-31,6,131,6,3,3,8,0.98,0.56,12,17299,1010,41660,458,389,4040,36021,36021
2020-06-01,6,131,6,3,3,8,0.98,0.56,13,17485,990,41485,448,391,4205,36021,36021
2020-06-02,6,131,6,3,3,8,0.98,0.56,14,17666,971,41314,438,399,4590,36021,36021
2020-06-03,6,131,6,3,2,8,0.98,0.56,16,17843,951,41147,428,400,4865,36021,36021
2020-06-04,6,131,6,3,2,8,0.98,0.56,17,18016,931,40984,418,411,5123,36021,36021
2020-06-05,6,131,6,3,2,8,0.98,0.58,18,18185,911,40825,408,412,5347,36021,36021
2020-06-06,6,131,6,3,2,8,0.98,0.58,19,18350,892,40670,398,414,5556,36021,36021
2020-06-07,6,131,6,3,2,8,0.98,0.58,20,18510,872,40519,388,414,5700,36021,36021
2020-06-08,6,131,6,3,2,8,0.98,0.58,22,18667,852,40373,378,414,5845,36021,36021
2020-06-09,6,131,5,3,2,8,0.98,0.58,23,18820,832,40229,369,420,6149,36021,36021
2020-06-10,6,131,5,3,2,8,0.98,0.58,24,18969,813,40090,359,424,6378,36021,36021
2020-06-11,5,131,5,3,2,8,0.98,0.58,25,19114,793,39955,350,428,6786,36021,36021
2020-06-12,5,131,5,3,2,8,0.98,0.58,26,19255,774,39823,340,431,6959,36021,36021
2020-06-13,5,131,5,3,2,8,0.98,0.58,27,19392,755,39695,331,436,7152,36021,36021
2020-06-14,5,131,5,3,2,8,0.98,0.58,28,19525,736,39571,322,439,7244,36021,36021
2020-06-15,5,131,5,3,2,8,0.98,0.58,29,19655,717,39450,313,442,7439,36021,36021
2020-06-16,5,131,5,3,2,8,0.98,0.58,30,19781,698,39332,305,442,7573,36021,36021
2020-06-17,5,131,5,3,2,8,0.98,0.6,31,19904,680,39218,296,443,7761,36021,36021
2020-06-18,5,131,5,3,2,8,0.98,0.6,32,20023,662,39108,288,446,8212,36021,36021
2020-06-19,5,131,4,3,2,8,0.96,0.58,33,20139,644,39000,279,451,8542,36021,36021
2020-06-20,5,131,4,3,2,8,0.96,0.6,34,20251,627,38896,271,451,8724,36021,36021
2020-06-21,4,131,4,3,2,8,0.96,0.6,35,20360,610,38795,263,451,8724,36021,36021
2020-06-22,4,131,4,3,2,8,0.96,0.6,36,20466,593,38697,255,,,36021,36021
2020-06-23,4,131,4,3,1,8,,,37,20568,576,38602,248,,,36021,36021
2020-06-24,4,131,4,3,1,8,,,37,20668,559,38510,240,,,36021,36021
2020-06-25,4,131,4,3,1,8,,,38,20764,543,38423,231,,,36021,36021
2020-06-26,4,131,4,3,1,8,,,39,20857,526,38340,222,,,36021,36021
2020-06-27,4,131,4,3,1,8,,,40,20945,509,38260,212,,,36021,36021
2020-06-28,4,131,4,3,1,8,,,41,21030,491,38185,203,,,36021,36021
2020-06-29,4,131,4,3,1,8,,,41,21111,474,38114,193,,,36021,36021
2020-06-30,4,131,3,3,1,8,,,42,21188,456,38046,184,,,36021,36021
2020-07-01,3,131,3,3,1,8,,,43,21261,438,37983,174,,,36021,36021
2020-07-02,3,131,3,3,1,8,,,43,21330,419,37923,165,,,36021,36021
2020-07-03,3,131,3,3,1,8,,,44,21396,401,37867,155,,,36021,36021
2020-07-04,3,131,3,3,1,8,,,45,21458,382,37814,146,,,36021,36021
2020-07-05,3,131,3,3,1,8,,,45,21516,364,37764,138,,,36021,36021
2020-07-06,3,131,3,3,1,8,,,46,21570,346,37718,129,,,36021,36021
2020-07-07,3,131,3,3,1,8,,,47,21622,328,37675,121,,,36021,36021
2020-07-08,3,131,3,3,1,8,,,47,21670,311,37635,113,,,36021,36021
2020-07-09,3,131,3,3,1,8,,,48,21714,294,37597,106,,,36021,36021
2020-07-10,3,131,2,3,1,8,,,48,21757,278,37561,100,,,36021,36021
2020-07-11,2,131,2,3,1,8,,,49,21796,262,37527,94,,,36021,36021
2020-07-12,2,131,2,3,1,8,,,49,21834,248,37495,89,,,36021,36021
2020-07-13,2,131,2,3,1,8,,,50,21869,234,37465,84,,,36021,36021
2020-07-14,2,131,2,3,0,8,,,50,21903,220,37437,79,,,36021,36021
2020-07-15,2,131,2,3,0,8,,,51,21934,208,37410,74,,,36021,36021
2020-07-16,2,131,2,3,0,8,,,51,21964,196,37384,70,,,36021,36021
2020-07-17,2,131,2,3,0,8,,,51,21991,185,37360,66,,,36021,36021
2020-07-18,2,131,2,3,0,8,,,52,22018,175,37338,62,,,36021,36021
2020-07-19,2,131,2,3,0,8,,,52,22043,165,37317,59,,,36021,36021
2020-07-20,2,131,2,3,0,8,,,53,22066,155,37296,55,,,36021,36021
2020-07-21,1,131,1,3,0,8,,,53,22088,147,37278,52,,,36021,36021
2020-07-22,1,131,1,3,0,8,,,53,22109,138,37260,49,,,36021,36021
2020-07-23,1,131,1,3,0,8,,,53,22129,130,37243,46,,,36021,36021
2020-07-24,1,131,1,3,0,8,,,53,22147,123,37227,44,,,36021,36021
2020-07-25,1,131,1,3,0,8,,,54,22165,116,37212,41,,,36021,36021
2020-07-26,1,131,1,3,0,8,,,54,22181,109,37198,39,,,36021,36021
2020-07-27,1,131,1,3,0,8,,,54,22197,103,37185,37,,,36021,36021
2020-07-28,1,131,1,3,0,8,,,54,22211,97,37172,34,,,36021,36021
2020-07-29,1,131,1,3,0,8,,,54,22225,92,37160,32,,,36021,36021
2020-07-30,1,131,1,3,0,8,,,55,22238,86,37149,31,,,36021,36021
2020-07-31,1,131,1,3,0,8,,,55,22251,81,37139,29,,,36021,36021
2020-08-01,1,131,1,3,0,8,,,55,22262,77,37129,27,,,36021,36021
2020-08-02,1,131,1,3,0,8,,,55,22273,72,37119,26,,,36021,36021
2020-08-03,0,131,0,3,0,8,,,55,22283,68,37110,24,,,36021,36021
2020-08-04,0,131,0,3,0,8,,,55,22293,64,37102,23,,,36021,36021
2020-08-05,0,131,0,3,0,8,,,55,22302,61,37094,21,,,36021,36021
2020-08-06,0,131,0,3,0,8,,,55,22311,57,37087,20,,,36021,36021
2020-08-07,0,131,0,3,0,8,,,55,22319,54,37080,19,,,36021,36021
2020-08-08,0,131,0,3,0,8,,,56,22327,51,37073,18,,,36021,36021
2020-08-09,0,131,0,3,0,8,,,56,22334,48,37067,17,,,36021,36021
2020-08-10,0,131,0,3,0,8,,,56,22341,45,37061,16,,,36021,36021
2020-08-11,0,131,0,3,0,8,,,56,22347,42,37056,15,,,36021,36021
2020-08-12,0,131,0,3,0,8,,,56,22353,40,37051,14,,,36021,36021
2020-08-13,0,131,0,3,0,8,,,56,22359,38,37046,13,,,36021,36021
2020-08-14,0,131,0,3,0,8,,,56,22364,36,37041,12,,,36021,36021
2020-08-15,0,131,0,3,0,8,,,56,22370,33,37037,12,,,36021,36021
2020-08-16,0,131,0,3,0,8,,,56,22374,32,37033,11,,,36021,36021
2020-08-17,0,131,0,3,0,8,,,56,22379,30,37029,10,,,36021,36021
2020-08-18,0,131,0,3,0,8,,,56,22383,28,37025,10,,,36021,36021
2020-08-19,0,131,0,3,0,8,,,56,22387,26,37022,9,,,36021,36021
2020-08-20,0,131,0,3,0,8,,,56,22391,25,37019,9,,,36021,36021
2020-08-21,0,131,0,3,0,8,,,56,22394,23,37015,8,,,36021,36021
2020-08-22,0,131,0,3,0,8,,,56,22398,22,37013,8,,,36021,36021
2020-08-23,0,131,0,3,0,8,,,56,22401,21,37010,7,,,36021,36021
2020-08-24,0,131,0,3,0,8,,,57,22404,19,37007,7,,,36021,36021
2020-08-25,0,131,0,3,0,8,,,57,22407,18,37005,6,,,36021,36021
2020-08-26,0,131,0,3,0,8,,,57,22409,17,37003,6,,,36021,36021
2020-08-27,0,131,0,3,0,8,,,57,22412,16,37000,5,,,36021,36021
2020-08-28,0,131,0,3,0,8,,,57,22414,15,36998,5,,,36021,36021
2020-08-29,0,131,0,3,0,8,,,57,22417,14,36997,5,,,36021,36021
2020-08-30,0,131,0,3,0,8,,,57,22419,14,36995,5,,,36021,36021
2020-08-31,0,131,0,3,0,8,,,57,22421,13,36993,4,,,36021,36021
2020-09-01,0,131,0,3,0,8,,,57,22423,12,36991,4,,,36021,36021
2020-09-02,0,131,0,3,0,8,,,57,22424,11,36990,4,,,36021,36021
2020-09-03,0,131,0,3,0,8,,,57,22426,11,36989,3,,,36021,36021
2020-09-04,0,131,0,3,0,8,,,57,22428,10,36987,3,,,36021,36021
2020-09-05,0,131,0,3,0,8,,,57,22429,9,36986,3,,,36021,36021
2020-09-06,0,131,0,3,0,8,,,57,22430,9,36985,3,,,36021,36021
2020-09-07,0,131,0,3,0,8,,,57,22432,8,36984,3,,,36021,36021
2020-09-08,0,131,0,3,0,8,,,57,22433,8,36983,2,,,36021,36021
2020-09-09,0,131,0,3,0,8,,,57,22434,7,36982,2,,,36021,36021
2020-09-10,0,131,0,3,0,8,,,57,22435,7,36981,2,,,36021,36021
2020-09-11,0,131,0,3,0,8,,,57,22436,6,36980,2,,,36021,36021
2020-09-12,0,131,0,3,0,8,,,57,22437,6,36979,2,,,36021,36021
2020-09-13,0,131,0,3,0,8,,,57,22438,6,36978,2,,,36021,36021
2020-09-14,0,131,0,3,0,8,,,57,22439,5,36977,2,,,36021,36021
2020-09-15,0,131,0,3,0,8,,,57,22440,5,36977,1,,,36021,36021
2020-09-16,0,131,0,3,0,8,,,57,22441,5,36976,1,,,36021,36021
2020-09-17,0,131,0,3,0,8,,,57,22441,4,36975,1,,,36021,36021
2020-09-18,0,131,0,3,0,8,,,57,22442,4,36975,1,,,36021,36021
2020-09-19,0,131,0,3,0,8,,,57,22443,4,36974,1,,,36021,36021
2020-09-20,0,131,0,3,0,8,,,57,22443,4,36974,1,,,36021,36021
2020-09-21,0,131,0,3,0,8,,,57,22444,3,36973,1,,,36021,36021
2020-09-22,0,131,0,3,0,8,,,57,22444,3,36973,1,,,36021,36021
2020-03-03,3,91,3,4,2,7,,,0,3660,929,49274,404,,,36035,36035
2020-03-04,3,91,3,4,2,7,,,0,3822,904,49125,390,,,36035,36035
2020-03-05,3,91,3,4,2,7,,,0,3979,878,48981,378,,,36035,36035
2020-03-06,3,91,3,4,2,7,,,0,4131,853,48841,366,,,36035,36035
2020-03-07,4,91,3,4,2,7,,,0,4278,828,48706,354,,,36035,36035
2020-03-08,4,91,3,4,2,7,,,0,4420,804,48575,343,,,36035,36035
2020-03-09,4,91,3,4,2,7,,,0,4558,780,48448,332,,,36035,36035
2020-03-10,4,91,3,4,2,7,,,0,4691,756,48325,321,,,36035,36035
2020-03-11,4,91,4,4,2,7,,,0,4820,733,48207,311,,,36035,36035
2020-03-12,4,91,4,4,2,7,,,0,4945,710,48092,301,,,36035,36035
2020-03-13,4,91,3,4,2,7,,,0,5066,688,47980,291,,,36035,36035
2020-03-14,4,91,3,4,2,7,,,0,5183,667,47873,282,,,36035,36035
2020-03-15,4,91,3,4,2,7,,,0,5296,646,47769,272,,,36035,36035
2020-03-16,4,91,3,4,1,7,,,0,5406,625,47669,263,,,36035,36035
2020-03-17,3,91,3,4,1,7,,,0,5511,605,47571,255,,,36035,36035
2020-03-18,3,91,3,4,1,7,,,0,5614,586,47476,248,1,23,36035,36035
2020-03-19,3,91,3,4,1,7,,,0,5714,568,47380,244,1,29,36035,36035
2020-03-20,3,91,3,4,1,7,,,0,5813,553,47283,242,1,42,36035,36035
2020-03-21,3,91,3,4,1,7,,,0,5912,540,47185,241,1,53,36035,36035
2020-03-22,3,91,3,4,1,7,,,0,6010,529,47086,241,1,64,36035,36035
2020-03-23,3,91,3,4,1,7,,,0,6109,521,46986,243,1,75,36035,36035
2020-03-24,3,91,3,4,1,7,,,0,6209,514,46884,245,1,79,36035,36035
2020-03-25,3,91,3,4,1,7,,,0,6310,510,46780,248,1,81,36035,36035
2020-03-26,3,91,3,4,1,7,,,0,6412,509,46673,253,1,86,36035,36035
2020-03-27,3,91,3,4,1,7,,,0,6516,509,46564,258,1,96,36035,36035
2020-03-28,3,91,3,4,1,7,,,0,6623,511,46451,264,1,106,36035,36035
2020-03-29,3,91,3,4,1,7,,,0,6732,516,46335,271,1,118,36035,36035
2020-03-30,3,91,3,4,1,7,1.5,4,0,6844,522,46214,279,1,123,36035,36035
2020-03-31,3,91,3,4,1,7,1.48,3.32,0,6960,530,46089,288,2,127,36035,36035
2020-04-01,3,91,3,4,1,7,1.46,2.94,0,7080,540,45960,298,6,133,36035,36035
2020-04-02,3,91,3,4,1,7,1.44,2.7,0,7203,552,45829,306,6,143,36035,36035
2020-04-03,3,91,3,4,1,7,1.42,2.5,0,7329,564,45696,313,9,164,36035,36035
2020-04-04,3,91,3,4,1,7,1.4,2.36,0,7459,577,45560,319,9,176,36035,36035
2020-04-05,3,91,3,4,1,7,1.38,2.24,0,7590,589,45421,326,11,194,36035,36035
2020-04-06,3,91,3,4,1,7,1.58,2.2,0,7725,602,45280,333,13,210,36035,36035
2020-04-07,3,91,3,4,1,7,1.52,2.02,0,7862,615,45136,339,14,215,36035,36035
2020-04-08,3,91,3,4,1,7,1.5,1.88,0,8002,628,44990,346,15,235,36035,36035
2020-04-09,3,91,3,4,1,7,1.46,1.76,0,8145,641,44841,352,18,256,36035,36035
2020-04-10,3,91,3,4,1,7,1.3,1.64,0,8290,653,44690,358,21,270,36035,36035
2020-04-11,3,91,3,4,1,7,1.3,1.6,0,8437,666,44536,365,21,281,36035,36035
2020-04-12,3,91,3,4,1,7,1.28,1.58,0,8587,679,44380,371,21,288,36035,36035
2020-04-13,3,91,3,4,1,7,1.28,1.54,0,8740,691,44221,377,22,362,36035,36035
2020-04-14,3,91,3,4,1,7,1.28,1.5,0,8895,704,44061,382,24,369,36035,36035
2020-04-15,3,91,3,4,1,7,1.28,1.48,0,9052,716,43898,388,25,381,36035,36035
2020-04-16,3,91,3,4,1,7,1.26,1.46,0,9212,728,43732,394,27,395,36035,36035
2020-04-17,3,91,3,4,1,7,1.26,1.44,0,9373,740,43565,399,27,402,36035,36035
2020-04-18,3,91,3,4,1,7,1.26,1.4,0,9537,751,43396,404,27,419,36035,36035
2020-04-19,3,91,3,4,1,7,1.36,1.4,0,9704,763,43225,409,27,422,36035,36035
2020-04-20,3,91,3,4,1,7,1.34,1.36,0,9872,774,43052,414,27,426,36035,36035
2020-04-21,3,91,3,4,1,7,1.44,1.32,0,10042,785,42877,419,28,432,36035,36035
2020-04-22,4,91,3,4,1,7,1.42,1.26,0,10214,795,42700,424,28,437,36035,36035
2020-04-23,4,91,3,4,1,7,1.38,1.24,0,10388,805,42522,428,29,452,36035,36035
2020-04-24,4,91,4,4,1,7,1.46,1.18,0,10563,815,42343,432,61,622,36035,36035
2020-04-25,4,91,4,4,1,7,1.42,1.14,0,10740,825,42162,436,62,650,36035,36035
2020-04-26,4,91,4,4,2,7,1.4,1.1,0,10919,834,41980,439,62,659,36035,36035
2020-04-27,4,91,4,4,2,7,1.38,1.04,0,11099,843,41796,443,66,671,36035,36035
2020-04-28,4,91,4,4,2,7,1.36,1.02,0,11280,851,41612,446,67,697,36035,36035
2020-04-29,4,91,4,4,2,7,1.4,1,0,11463,859,41426,449,71,720,36035,36035
2020-04-30,4,91,4,4,2,7,1.38,0.96,0,11646,866,41240,451,75,753,36035,36035
2020-05-01,4,91,4,4,2,7,1.36,0.92,0,11831,873,41054,453,79,783,36035,36035
2020-05-02,4,91,4,4,2,7,1.34,0.9,0,12016,879,40866,455,82,816,36035,36035
2020-05-03,4,91,4,4,2,7,1.22,0.88,0,12202,885,40678,457,84,839,36035,36035
2020-05-04,4,91,4,4,2,7,1.26,0.86,0,12389,890,40490,458,97,889,36035,36035
2020-05-05,4,91,4,4,2,7,1.26,0.84,0,12576,895,40302,459,100,936,36035,36035
2020-05-06,4,91,4,4,2,7,1.24,0.84,0,12764,900,40114,460,101,965,36035,36035
2020-05-07,4,91,4,4,2,7,1.28,0.82,0,12952,903,39925,461,103,990,36035,36035
2020-05-08,4,91,4,4,2,7,1.26,0.8,0,13140,906,39737,461,104,1019,36035,36035
2020-05-09,4,91,4,4,2,7,1.26,0.78,0,13328,909,39549,461,107,1047,36035,36035
2020-05-10,4,91,4,4,2,7,1.24,0.78,0,13516,911,39362,460,109,1104,36035,36035
2020-05-11,4,91,4,4,2,7,1.28,0.76,0,13703,912,39175,460,135,1178,36035,36035
2020-05-12,4,91,4,4,2,7,1.3,0.74,0,13891,913,38988,459,140,1234,36035,36035
2020-05-13,5,91,4,4,2,7,1.26,0.72,0,14078,913,38803,457,144,1311,36035,36035
2020-05-14,5,91,4,4,2,7,1.28,0.7,0,14264,913,38618,456,145,1377,36035,36035
2020-05-15,5,91,4,4,2,7,1.26,0.7,0,14450,912,38434,454,148,1474,36035,36035
2020-05-16,5,91,4,4,2,7,1.26,0.68,0,14634,911,38252,452,171,1561,36035,36035
2020-05-17,5,91,4,4,2,7,1.24,0.68,0,14818,909,38070,449,182,1682,36035,36035
2020-05-18,5,91,5,4,2,7,1.2,0.66,0,15001,906,37890,446,182,1712,36035,36035
2020-05-19,5,91,5,4,2,7,1.2,0.64,0,15182,903,37712,443,184,1799,36035,36035
2020-05-20,5,91,5,4,2,7,1.16,0.64,0,15363,899,37535,440,186,1897,36035,36035
2020-05-21,5,91,5,4,2,7,1.12,0.64,0,15542,895,37359,437,189,1982,36035,36035
2020-05-22,5,91,5,4,2,7,1.12,0.64,0,15719,890,37185,433,193,2120,36035,36035
2020-05-23,5,91,5,4,2,7,1.12,0.62,0,15895,884,37013,429,194,2203,36035,36035
2020-05-24,5,91,5,4,2,7,1.08,0.64,0,16069,879,36843,425,196,2287,36035,36035
2020-05-25,5,91,5,4,2,7,1.06,0.62,0,16242,872,36675,421,196,2331,36035,36035
2020-05-26,5,91,5,4,2,7,1.06,0.62,0,16413,865,36509,416,198,2441,36035,36035
2020-05-27,5,91,5,4,2,7,1.06,0.62,0,16582,858,36345,411,200,2662,36035,36035
2020-05-28,5,91,5,4,2,7,1.06,0.62,0,16748,850,36183,406,206,2858,36035,36035
2020-05-29,5,91,5,4,2,7,1.06,0.62,1,16913,842,36023,401,207,3003,36035,36035
2020-05-30,5,91,4,4,2,7,1.04,0.64,2,17076,834,35866,396,208,3161,36035,36035
2020-05-31,5,91,4,4,2,7,1.04,0.64,3,17237,825,35710,391,210,3328,36035,36035
2020-06-01,5,91,4,4,2,7,1.04,0.66,4,17395,816,35558,385,212,3409,36035,36035
2020-06-02,5,91,4,4,2,7,1.04,0.66,5,17551,806,35407,379,213,3605,36035,36035
2020-06-03,5,91,4,4,2,7,1.04,0.66,6,17705,796,35259,374,215,3790,36035,36035
2020-06-04,5,91,4,4,2,7,1.04,0.66,7,17856,786,35114,368,219,4034,36035,36035
2020-06-05,4,91,4,4,2,7,1.04,0.66,8,18005,775,34971,362,222,4264,36035,36035
2020-06-06,4,91,4,4,2,7,1.04,0.66,9,18152,764,34830,356,224,4467,36035,36035
2020-06-07,4,91,4,4,2,7,1.04,0.66,10,18296,753,34692,350,227,4718,36035,36035
2020-06-08,4,91,4,4,2,7,1.04,0.66,11,18437,742,34557,344,228,4966,36035,36035
2020-06-09,4,91,4,4,2,7,1.04,0.66,12,18576,731,34424,338,228,5098,36035,36035
2020-06-10,4,91,4,4,2,7,1.04,0.66,13,18713,719,34293,331,230,5251,36035,36035
2020-06-11,4,91,4,4,2,7,1.04,0.66,14,18847,707,34166,325,231,5602,36035,36035
2020-06-12,4,91,4,4,2,7,1.02,0.64,15,18978,695,34041,319,232,5765,36035,36035
2020-06-13,4,91,4,4,2,7,1.02,0.64,15,19107,683,33918,312,234,5931,36035,36035
2020-06-14,4,91,4,4,2,7,1.02,0.66,16,19234,671,33798,306,235,6031,36035,36035
2020-06-15,4,91,4,4,2,7,1.02,0.66,17,19357,659,33681,300,236,6188,36035,36035
2020-06-16,4,91,4,4,1,7,1.02,0.66,18,19478,647,33566,294,236,6273,36035,36035
2020-06-17,4,91,4,4,1,7,1.02,0.66,19,19597,634,33453,287,236,6419,36035,36035
2020-06-18,4,91,4,4,1,7,1.02,0.66,20,19713,622,33343,281,237,6591,36035,36035
2020-06-19,4,91,4,4,1,7,1.02,0.66,20,19827,610,33236,275,243,6875,36035,36035
2020-06-20,4,91,4,4,1,7,1.02,0.66,21,19938,597,33131,269,243,7084,36035,36035
2020-06-21,4,91,4,4,1,7,1.02,0.66,22,20046,585,33029,262,243,7084,36035,36035
2020-06-22,4,91,4,4,1,7,1.02,0.68,23,20152,573,32929,256,,,36035,36035
2020-06-23,4,91,3,4,1,7,,,24,20256,560,32832,250,,,36035,36035
2020-06-24,4,91,3,4,1,7,,,24,20356,548,32738,244,,,36035,36035
2020-06-25,3,91,3,4,1,7,,,25,20454,535,32648,235,,,36035,36035
2020-06-26,3,91,3,4,1,7,,,26,20549,521,32562,227,,,36035,36035
2020-06-27,3,91,3,4,1,7,,,26,20639,507,32481,217,,,36035,36035
2020-06-28,3,91,3,4,1,7,,,27,20726,491,32404,207,,,36035,36035
2020-06-29,3,91,3,4,1,7,,,28,20809,475,32332,197,,,36035,36035
2020-06-30,3,91,3,4,1,7,,,28,20887,458,32263,187,,,36035,36035
2020-07-01,3,91,3,4,1,7,,,29,20962,441,32199,177,,,36035,36035
2020-07-02,3,91,3,4,1,7,,,30,21032,423,32139,167,,,36035,36035
2020-07-03,3,91,3,4,1,7,,,30,21098,404,32084,156,,,36035,36035
2020-07-04,3,91,3,4,1,7,,,31,21160,385,32032,146,,,36035,36035
2020-07-05,3,91,3,4,1,7,,,32,21218,366,31984,136,,,36035,36035
2020-07-06,3,91,3,4,1,7,,,32,21271,347,31939,127,,,36035,36035
2020-07-07,3,91,3,4,1,7,,,33,21322,328,31898,118,,,36035,36035
2020-07-08,2,91,2,4,1,7,,,33,21368,309,31861,109,,,36035,36035
2020-07-09,2,91,2,4,1,7,,,34,21411,291,31825,102,,,36035,36035
2020-07-10,2,91,2,4,1,7,,,34,21451,274,31792,95,,,36035,36035
2020-07-11,2,91,2,4,1,7,,,35,21489,257,31760,89,,,36035,36035
2020-07-12,2,91,2,4,1,7,,,35,21524,241,31731,83,,,36035,36035
2020-07-13,2,91,2,4,1,7,,,36,21557,226,31703,78,,,36035,36035
2020-07-14,2,91,2,4,0,7,,,36,21588,212,31677,73,,,36035,36035
2020-07-15,2,91,2,4,0,7,,,37,21617,199,31653,68,,,36035,36035
2020-07-16,2,91,2,4,0,7,,,37,21644,187,31630,64,,,36035,36035
2020-07-17,2,91,2,4,0,7,,,37,21669,175,31609,60,,,36035,36035
2020-07-18,2,91,2,4,0,7,,,38,21693,164,31588,56,,,36035,36035
2020-07-19,1,91,1,4,0,7,,,38,21715,154,31570,53,,,36035,36035
2020-07-20,1,91,1,4,0,7,,,38,21736,144,31552,49,,,36035,36035
2020-07-21,1,91,1,4,0,7,,,39,21756,135,31536,46,,,36035,36035
2020-07-22,1,91,1,4,0,7,,,39,21774,127,31520,43,,,36035,36035
2020-07-23,1,91,1,4,0,7,,,39,21792,119,31506,40,,,36035,36035
2020-07-24,1,91,1,4,0,7,,,39,21808,111,31492,38,,,36035,36035
