fips,date,hospitalBedsRequired,hospitalBedCapacity,ICUBedsInUse,ICUBedCapacity,ventilatorsInUse,ventilatorCapacity,RtIndicator,RtIndicatorCI90,cumulativeDeaths,cumulativeInfected,currentInfected,currentSusceptible,currentExposed,cumulativePositiveTests,cumulativeNegativeTests,fips_char,county
36001,2020-03-03,0,775,0,38,0,119,,,0,0,33,305432,40,,,36001,Albany
36001,2020-03-04,0,775,0,38,0,119,,,0,18,44,305402,51,,,36001,Albany
36001,2020-03-05,0,775,0,38,0,119,,,0,42,58,305362,67,,,36001,Albany
36001,2020-03-06,0,775,0,38,0,119,,,0,74,76,305309,88,,,36001,Albany
36001,2020-03-07,0,775,0,38,0,119,,,0,115,99,305240,115,,,36001,Albany
36001,2020-03-08,0,775,0,38,0,119,,,0,170,130,305150,151,,,36001,Albany
36001,2020-03-09,0,775,0,38,0,119,,,0,241,170,305034,197,,,36001,Albany
36001,2020-03-10,0,775,0,38,0,119,,,0,332,221,304889,250,,,36001,Albany
36001,2020-03-11,0,775,0,38,0,119,,,0,446,285,304712,313,,,36001,Albany
36001,2020-03-12,0,775,0,38,0,119,,,0,588,361,304498,384,1,38,36001,Albany
36001,2020-03-13,0,775,0,38,0,119,1.5,4,0,762,451,304245,465,3,62,36001,Albany
36001,2020-03-14,0,775,0,38,0,119,1.66,2.64,0,969,556,303949,553,6,167,36001,Albany
36001,2020-03-15,1,775,0,38,0,119,1.96,2.06,0,1214,675,303611,646,12,269,36001,Albany
36001,2020-03-16,1,775,1,38,0,119,2.06,1.64,0,1497,807,303233,742,23,398,36001,Albany
36001,2020-03-17,1,775,1,38,0,119,1.94,1.36,0,1818,949,302817,836,36,652,36001,Albany
36001,2020-03-18,1,775,1,38,1,119,1.84,1.18,0,2177,1099,302371,923,43,976,36001,Albany
36001,2020-03-19,2,775,2,38,1,119,1.68,1.06,0,2570,1251,301903,998,61,1408,36001,Albany
36001,2020-03-20,2,775,2,38,1,119,1.72,0.96,0,2989,1400,301426,1056,88,1880,36001,Albany
36001,2020-03-21,3,775,2,38,1,119,1.66,0.9,0,3428,1539,300952,1092,123,2422,36001,Albany
36001,2020-03-22,3,775,3,38,2,119,1.62,0.82,0,3877,1660,300492,1102,127,2615,36001,Albany
36001,2020-03-23,4,775,3,38,2,119,1.54,0.76,0,4326,1760,300048,1097,146,2740,36001,Albany
36001,2020-03-24,4,775,4,38,2,119,1.52,0.72,0,4775,1841,299586,1110,152,2932,36001,Albany
36001,2020-03-25,5,775,4,38,2,119,1.47,0.65,0,5233,1915,299105,1134,171,3006,36001,Albany
36001,2020-03-26,5,775,5,38,3,119,1.44,0.6,0,5701,1985,298606,1164,187,3102,36001,Albany
36001,2020-03-27,5,775,5,38,3,119,1.41,0.57,0,6183,2054,298090,1198,195,3195,36001,Albany
36001,2020-03-28,6,775,5,38,3,119,1.37,0.53,0,6679,2123,297557,1235,205,3258,36001,Albany
36001,2020-03-29,6,775,6,38,3,119,1.35,0.51,0,7190,2194,297008,1273,217,3307,36001,Albany
36001,2020-03-30,7,775,6,38,4,119,1.32,0.5,0,7717,2265,296441,1312,226,3370,36001,Albany
36001,2020-03-31,7,775,6,38,4,119,1.31,0.49,0,8261,2338,295858,1353,240,3464,36001,Albany
36001,2020-04-01,7,775,7,38,4,119,1.31,0.47,0,8821,2413,295256,1394,253,3557,36001,Albany
36001,2020-04-02,8,775,7,38,4,119,1.29,0.47,0,9398,2489,294637,1436,267,3648,36001,Albany
36001,2020-04-03,8,775,7,38,4,119,1.37,0.37,0,9993,2567,293999,1479,293,3745,36001,Albany
36001,2020-04-04,8,775,8,38,5,119,1.37,0.39,0,10605,2647,293343,1523,305,3850,36001,Albany
36001,2020-04-05,9,775,8,38,5,119,1.35,0.39,0,11236,2728,292668,1567,319,3925,36001,Albany
36001,2020-04-06,9,775,8,38,5,119,1.35,0.41,0,11884,2811,291974,1613,333,3997,36001,Albany
36001,2020-04-07,9,775,9,38,5,119,1.34,0.4,0,12551,2895,291261,1659,342,4062,36001,Albany
36001,2020-04-08,10,775,9,38,6,119,1.33,0.41,0,13237,2980,290529,1705,379,4254,36001,Albany
36001,2020-04-09,10,775,9,38,6,119,1.32,0.4,0,13942,3067,289777,1752,426,4539,36001,Albany
36001,2020-04-10,11,775,10,38,6,119,1.31,0.41,0,14666,3155,289005,1800,446,4678,36001,Albany
36001,2020-04-11,11,775,10,38,6,119,1.31,0.41,0,15410,3245,288214,1848,478,4869,36001,Albany
36001,2020-04-12,11,775,10,38,6,119,1.3,0.4,0,16173,3336,287402,1896,499,5041,36001,Albany
36001,2020-04-13,12,775,11,38,7,119,1.29,0.39,0,16956,3428,286570,1945,535,5221,36001,Albany
36001,2020-04-14,12,775,11,38,7,119,1.28,0.38,0,17759,3522,285718,1994,548,5314,36001,Albany
36001,2020-04-15,12,775,11,38,7,119,1.26,0.38,0,18583,3616,284845,2043,581,5582,36001,Albany
36001,2020-04-16,13,775,12,38,7,119,1.26,0.36,0,19426,3711,283953,2093,619,5817,36001,Albany
36001,2020-04-17,13,775,12,38,8,119,1.24,0.36,0,20290,3806,283039,2142,648,6079,36001,Albany
36001,2020-04-18,14,775,13,38,8,119,1.23,0.35,0,21173,3903,282106,2192,682,6350,36001,Albany
36001,2020-04-19,14,775,13,38,8,119,1.23,0.35,0,22077,3999,281152,2241,687,6448,36001,Albany
36001,2020-04-20,14,775,13,38,8,119,1.23,0.37,0,23001,4096,280179,2291,704,6595,36001,Albany
36001,2020-04-21,15,775,14,38,9,119,1.23,0.35,0,23946,4194,279185,2340,737,6798,36001,Albany
36001,2020-04-22,15,775,14,38,9,119,1.22,0.36,0,24910,4291,278172,2389,758,6955,36001,Albany
36001,2020-04-23,16,775,14,38,9,119,1.23,0.37,0,25894,4388,277144,2434,805,7227,36001,Albany
36001,2020-04-24,16,775,15,38,9,119,1.27,0.33,0,26893,4481,276113,2465,899,7759,36001,Albany
36001,2020-04-25,16,775,15,38,10,119,1.3,0.3,0,27902,4566,275084,2485,948,8112,36001,Albany
36001,2020-04-26,17,775,16,38,10,119,1.29,0.29,0,28917,4641,274060,2494,979,8344,36001,Albany
36001,2020-04-27,17,775,16,38,10,119,1.3,0.28,0,29934,4704,273043,2494,1009,8511,36001,Albany
36001,2020-04-28,18,775,16,38,10,119,1.29,0.27,0,30950,4753,272037,2485,1067,8804,36001,Albany
36001,2020-04-29,18,775,17,38,11,119,1.27,0.27,0,31960,4788,271045,2467,1165,9145,36001,Albany
36001,2020-04-30,18,775,17,38,11,119,1.28,0.24,0,32960,4809,270069,2441,1204,9484,36001,Albany
36001,2020-05-01,19,775,17,38,11,119,1.26,0.22,0,33949,4814,269114,2408,1238,9884,36001,Albany
36001,2020-05-02,19,775,17,38,11,119,1.2,0.26,0,34923,4805,268182,2367,1258,10305,36001,Albany
36001,2020-05-03,19,775,18,38,11,119,1.19,0.23,0,35878,4782,267274,2319,1287,10667,36001,Albany
36001,2020-05-04,19,775,18,38,11,119,1.16,0.24,0,36812,4743,266395,2264,1294,10790,36001,Albany
36001,2020-05-05,19,775,18,38,11,119,1.15,0.23,4,37723,4691,265545,2203,1321,11130,36001,Albany
36001,2020-05-06,19,775,18,38,11,119,1.12,0.24,7,38608,4624,264726,2137,1348,11510,36001,Albany
36001,2020-05-07,19,775,18,38,12,119,1.1,0.24,10,39466,4546,263935,2070,1384,11859,36001,Albany
36001,2020-05-08,19,775,18,38,12,119,1.07,0.23,13,40299,4460,263164,2008,1416,12315,36001,Albany
36001,2020-05-09,19,775,18,38,12,119,1.04,0.26,17,41108,4367,262409,1954,1432,12754,36001,Albany
36001,2020-05-10,19,775,18,38,11,119,1.04,0.28,20,41894,4271,261673,1904,1456,13114,36001,Albany
36001,2020-05-11,19,775,18,38,11,119,1.03,0.27,23,42660,4174,260955,1856,1479,13432,36001,Albany
36001,2020-05-12,19,775,18,38,11,119,1.03,0.29,27,43407,4078,260255,1809,1494,13752,36001,Albany
36001,2020-05-13,19,775,17,38,11,119,1.04,0.28,30,44136,3983,259573,1763,1509,14283,36001,Albany
36001,2020-05-14,18,775,17,38,11,119,1.04,0.28,33,44845,3888,258908,1717,1538,14795,36001,Albany
36001,2020-05-15,18,775,17,38,11,119,1.04,0.28,36,45537,3795,258262,1673,1572,15243,36001,Albany
36001,2020-05-16,18,775,17,38,11,119,1.04,0.3,39,46210,3702,257632,1629,1579,15647,36001,Albany
36001,2020-05-17,18,775,16,38,11,119,1.02,0.32,43,46866,3611,257019,1586,1610,15958,36001,Albany
36001,2020-05-18,17,775,16,38,11,119,1.02,0.32,46,47504,3521,256423,1544,1655,16311,36001,Albany
36001,2020-05-19,17,775,16,38,10,119,1.03,0.31,49,48125,3432,255843,1503,1682,16981,36001,Albany
36001,2020-05-20,17,775,15,38,10,119,1.02,0.32,52,48730,3344,255279,1462,1700,17613,36001,Albany
36001,2020-05-21,16,775,15,38,10,119,1.02,0.3,54,49318,3258,254730,1422,1756,18477,36001,Albany
36001,2020-05-22,16,775,15,38,10,119,1.01,0.31,57,49890,3173,254197,1383,1770,19118,36001,Albany
36001,2020-05-23,16,775,14,38,10,119,1.01,0.31,60,50447,3090,253679,1345,1782,19544,36001,Albany
36001,2020-05-24,15,775,14,38,9,119,1,0.3,63,50988,3008,253176,1308,1791,19913,36001,Albany
36001,2020-05-25,15,775,14,38,9,119,0.98,0.32,65,51513,2927,252687,1271,1793,20239,36001,Albany
36001,2020-05-26,15,775,13,38,9,119,0.96,0.32,68,52024,2848,252212,1235,1796,20605,36001,Albany
36001,2020-05-27,14,775,13,38,9,119,0.95,0.33,71,52521,2771,251750,1200,1814,21253,36001,Albany
36001,2020-05-28,14,775,13,38,9,119,0.95,0.33,73,53003,2695,251302,1165,1834,21649,36001,Albany
36001,2020-05-29,13,775,12,38,8,119,0.95,0.33,76,53472,2621,250868,1132,1843,22161,36001,Albany
36001,2020-05-30,13,775,12,38,8,119,0.94,0.32,78,53927,2548,250446,1099,1860,22904,36001,Albany
36001,2020-05-31,13,775,12,38,8,119,0.96,0.32,80,54369,2477,250036,1066,1882,23419,36001,Albany
36001,2020-06-01,12,775,12,38,8,119,0.95,0.33,82,54797,2406,249638,1035,1900,24019,36001,Albany
36001,2020-06-02,12,775,11,38,8,119,0.96,0.32,85,55214,2338,249253,1005,1920,25169,36001,Albany
36001,2020-06-03,12,775,11,38,7,119,0.96,0.34,87,55617,2271,248878,975,1930,25976,36001,Albany
36001,2020-06-04,11,775,11,38,7,119,0.96,0.32,89,56009,2206,248515,946,1941,27144,36001,Albany
36001,2020-06-05,11,775,10,38,7,119,0.96,0.34,91,56390,2142,248164,918,1953,28296,36001,Albany
36001,2020-06-06,11,775,10,38,7,119,0.95,0.33,93,56758,2079,247822,890,1961,29039,36001,Albany
36001,2020-06-07,10,775,10,38,7,119,0.96,0.34,95,57116,2018,247491,863,1978,30216,36001,Albany
36001,2020-06-08,10,775,9,38,6,119,0.95,0.33,97,57463,1959,247171,837,1983,30827,36001,Albany
36001,2020-06-09,10,775,9,38,6,119,0.95,0.35,99,57799,1901,246860,812,1986,31393,36001,Albany
36001,2020-06-10,10,775,9,38,6,119,0.95,0.33,100,58126,1844,246559,787,1996,32157,36001,Albany
36001,2020-06-11,9,775,9,38,6,119,0.94,0.34,102,58442,1789,246267,763,2007,33249,36001,Albany
36001,2020-06-12,9,775,8,38,6,119,0.94,0.34,104,58748,1736,245984,739,2016,33979,36001,Albany
36001,2020-06-13,9,775,8,38,6,119,0.89,0.39,105,59045,1683,245709,716,2020,34849,36001,Albany
36001,2020-06-14,8,775,8,38,5,119,0.9,0.4,107,59333,1632,245444,694,2022,35343,36001,Albany
36001,2020-06-15,8,775,8,38,5,119,0.89,0.39,109,59612,1583,245187,672,2026,35916,36001,Albany
36001,2020-06-16,8,775,7,38,5,119,0.89,0.41,110,59882,1534,244937,651,2029,36505,36001,Albany
36001,2020-06-17,8,775,7,38,5,119,0.89,0.41,112,60144,1487,244696,631,2034,37343,36001,Albany
36001,2020-06-18,7,775,7,38,5,119,0.89,0.41,113,60397,1441,244462,611,2049,38398,36001,Albany
36001,2020-06-19,7,775,7,38,5,119,0.89,0.41,114,60643,1397,244236,592,2053,39004,36001,Albany
36001,2020-06-20,7,775,6,38,4,119,0.89,0.41,116,60881,1353,244017,573,2054,39787,36001,Albany
36001,2020-06-21,7,775,6,38,4,119,0.89,0.41,117,61111,1311,243805,555,2054,39787,36001,Albany
36001,2020-06-22,6,775,6,38,4,119,0.89,0.43,118,61334,1270,243600,537,,,36001,Albany
36001,2020-06-23,6,775,6,38,4,119,,,120,61550,1231,243401,520,,,36001,Albany
36001,2020-06-24,6,775,6,38,4,119,,,121,61759,1192,243209,503,,,36001,Albany
36001,2020-06-25,6,775,5,38,4,119,,,122,61961,1154,243023,487,,,36001,Albany
36001,2020-06-26,6,775,5,38,4,119,,,123,62157,1118,242843,472,,,36001,Albany
36001,2020-06-27,5,775,5,38,4,119,,,124,62346,1082,242669,456,,,36001,Albany
36001,2020-06-28,5,775,5,38,3,119,,,125,62529,1048,242500,442,,,36001,Albany
36001,2020-06-29,5,775,5,38,3,119,,,126,62707,1015,242337,427,,,36001,Albany
36001,2020-06-30,5,775,4,38,3,119,,,127,62878,982,242179,414,,,36001,Albany
36001,2020-07-01,5,775,4,38,3,119,,,128,63045,951,242026,400,,,36001,Albany
36001,2020-07-02,5,775,4,38,3,119,,,129,63205,920,241879,387,,,36001,Albany
36001,2020-07-03,4,775,4,38,3,119,,,130,63361,891,241736,374,,,36001,Albany
36001,2020-07-04,4,775,4,38,3,119,,,131,63511,862,241597,362,,,36001,Albany
36001,2020-07-05,4,775,4,38,3,119,,,132,63657,834,241464,350,,,36001,Albany
36001,2020-07-06,4,775,4,38,3,119,,,132,63798,807,241334,339,,,36001,Albany
36001,2020-07-07,4,775,3,38,2,119,,,133,63934,781,241209,328,,,36001,Albany
36001,2020-07-08,4,775,3,38,2,119,,,134,64066,755,241088,317,,,36001,Albany
36001,2020-07-09,3,775,3,38,2,119,,,135,64194,731,240970,307,,,36001,Albany
36001,2020-07-10,3,775,3,38,2,119,,,135,64318,707,240857,296,,,36001,Albany
36001,2020-07-11,3,775,3,38,2,119,,,136,64437,683,240747,287,,,36001,Albany
36001,2020-07-12,3,775,3,38,2,119,,,137,64552,661,240642,277,,,36001,Albany
36001,2020-07-13,3,775,3,38,2,119,,,137,64663,639,240540,268,,,36001,Albany
36001,2020-07-14,3,775,3,38,2,119,,,138,64771,619,240441,259,,,36001,Albany
36001,2020-07-15,3,775,2,38,2,119,,,139,64875,598,240346,250,,,36001,Albany
36001,2020-07-16,3,775,2,38,2,119,,,139,64976,579,240253,242,,,36001,Albany
36001,2020-07-17,3,775,2,38,2,119,,,140,65073,560,240164,234,,,36001,Albany
36001,2020-07-18,2,775,2,38,2,119,,,140,65167,541,240078,226,,,36001,Albany
36001,2020-07-19,2,775,2,38,2,119,,,141,65258,523,239994,219,,,36001,Albany
36001,2020-07-20,2,775,2,38,1,119,,,141,65346,506,239914,211,,,36001,Albany
36001,2020-07-21,2,775,2,38,1,119,,,142,65431,489,239836,204,,,36001,Albany
36001,2020-07-22,2,775,2,38,1,119,,,142,65513,473,239761,197,,,36001,Albany
36001,2020-07-23,2,775,2,38,1,119,,,143,65592,457,239688,191,,,36001,Albany
36001,2020-07-24,2,775,2,38,1,119,,,143,65669,442,239617,184,,,36001,Albany
36001,2020-07-25,2,775,2,38,1,119,,,144,65743,427,239549,178,,,36001,Albany
36001,2020-07-26,2,775,2,38,1,119,,,144,65815,413,239484,172,,,36001,Albany
36001,2020-07-27,2,775,1,38,1,119,,,144,65884,399,239420,167,,,36001,Albany
36001,2020-07-28,2,775,1,38,1,119,,,145,65951,386,239359,161,,,36001,Albany
36001,2020-07-29,1,775,1,38,1,119,,,145,66016,373,239300,155,,,36001,Albany
36001,2020-07-30,1,775,1,38,1,119,,,146,66079,360,239242,150,,,36001,Albany
36001,2020-07-31,1,775,1,38,1,119,,,146,66139,348,239187,145,,,36001,Albany
36001,2020-08-01,1,775,1,38,1,119,,,146,66198,337,239133,140,,,36001,Albany
36001,2020-08-02,1,775,1,38,1,119,,,147,66254,325,239081,136,,,36001,Albany
36001,2020-08-03,1,775,1,38,1,119,,,147,66309,314,239031,131,,,36001,Albany
36001,2020-08-04,1,775,1,38,1,119,,,147,66362,304,238983,127,,,36001,Albany
36001,2020-08-05,1,775,1,38,1,119,,,148,66413,294,238936,122,,,36001,Albany
36001,2020-08-06,1,775,1,38,1,119,,,148,66462,284,238891,118,,,36001,Albany
36001,2020-08-07,1,775,1,38,1,119,,,148,66509,274,238848,114,,,36001,Albany
36001,2020-08-08,1,775,1,38,1,119,,,148,66555,265,238806,110,,,36001,Albany
36001,2020-08-09,1,775,1,38,0,119,,,149,66600,256,238765,106,,,36001,Albany
36001,2020-08-10,1,775,1,38,0,119,,,149,66643,247,238726,103,,,36001,Albany
36001,2020-08-11,1,775,1,38,0,119,,,149,66684,239,238688,99,,,36001,Albany
36001,2020-08-12,1,775,1,38,0,119,,,149,66724,231,238651,96,,,36001,Albany
36001,2020-08-13,1,775,1,38,0,119,,,150,66763,223,238616,93,,,36001,Albany
36001,2020-08-14,1,775,1,38,0,119,,,150,66800,216,238582,90,,,36001,Albany
36001,2020-08-15,1,775,0,38,0,119,,,150,66836,208,238549,86,,,36001,Albany
36001,2020-08-16,1,775,0,38,0,119,,,150,66871,201,238517,84,,,36001,Albany
36001,2020-08-17,1,775,0,38,0,119,,,150,66905,194,238486,81,,,36001,Albany
36001,2020-08-18,0,775,0,38,0,119,,,151,66937,188,238456,78,,,36001,Albany
36001,2020-08-19,0,775,0,38,0,119,,,151,66969,181,238427,75,,,36001,Albany
36001,2020-08-20,0,775,0,38,0,119,,,151,66999,175,238399,73,,,36001,Albany
36001,2020-08-21,0,775,0,38,0,119,,,151,67029,169,238372,70,,,36001,Albany
36001,2020-08-22,0,775,0,38,0,119,,,151,67057,163,238346,68,,,36001,Albany
36001,2020-08-23,0,775,0,38,0,119,,,152,67084,158,238321,65,,,36001,Albany
36001,2020-08-24,0,775,0,38,0,119,,,152,67111,152,238297,63,,,36001,Albany
36001,2020-08-25,0,775,0,38,0,119,,,152,67136,147,238274,61,,,36001,Albany
36001,2020-08-26,0,775,0,38,0,119,,,152,67161,142,238251,59,,,36001,Albany
36001,2020-08-27,0,775,0,38,0,119,,,152,67185,137,238229,57,,,36001,Albany
36001,2020-08-28,0,775,0,38,0,119,,,152,67208,133,238208,55,,,36001,Albany
36001,2020-08-29,0,775,0,38,0,119,,,152,67230,128,238188,53,,,36001,Albany
36001,2020-08-30,0,775,0,38,0,119,,,152,67252,124,238168,51,,,36001,Albany
36001,2020-08-31,0,775,0,38,0,119,,,153,67272,120,238149,49,,,36001,Albany
36001,2020-09-01,0,775,0,38,0,119,,,153,67292,116,238131,48,,,36001,Albany
36001,2020-09-02,0,775,0,38,0,119,,,153,67312,112,238113,46,,,36001,Albany
36001,2020-09-03,0,775,0,38,0,119,,,153,67331,108,238096,45,,,36001,Albany
36001,2020-09-04,0,775,0,38,0,119,,,153,67349,104,238079,43,,,36001,Albany
36001,2020-09-05,0,775,0,38,0,119,,,153,67366,101,238064,42,,,36001,Albany
36001,2020-09-06,0,775,0,38,0,119,,,153,67383,97,238048,40,,,36001,Albany
36001,2020-09-07,0,775,0,38,0,119,,,153,67399,94,238033,39,,,36001,Albany
36001,2020-09-08,0,775,0,38,0,119,,,153,67415,91,238019,37,,,36001,Albany
36001,2020-09-09,0,775,0,38,0,119,,,154,67430,87,238005,36,,,36001,Albany
36001,2020-09-10,0,775,0,38,0,119,,,154,67445,84,237992,35,,,36001,Albany
36001,2020-09-11,0,775,0,38,0,119,,,154,67459,82,237979,34,,,36001,Albany
36001,2020-09-12,0,775,0,38,0,119,,,154,67472,79,237966,32,,,36001,Albany
36001,2020-09-13,0,775,0,38,0,119,,,154,67486,76,237954,31,,,36001,Albany
36001,2020-09-14,0,775,0,38,0,119,,,154,67498,73,237942,30,,,36001,Albany
36001,2020-09-15,0,775,0,38,0,119,,,154,67511,71,237931,29,,,36001,Albany
36001,2020-09-16,0,775,0,38,0,119,,,154,67523,69,237920,28,,,36001,Albany
36001,2020-09-17,0,775,0,38,0,119,,,154,67534,66,237910,27,,,36001,Albany
36001,2020-09-18,0,775,0,38,0,119,,,154,67545,64,237900,26,,,36001,Albany
36001,2020-09-19,0,775,0,38,0,119,,,154,67556,62,237890,25,,,36001,Albany
36001,2020-09-20,0,775,0,38,0,119,,,154,67566,60,237880,24,,,36001,Albany
36001,2020-09-21,0,775,0,38,0,119,,,154,67576,58,237871,24,,,36001,Albany
36001,2020-09-22,0,775,0,38,0,119,,,154,67586,56,237862,23,,,36001,Albany
36003,2020-03-16,0,87,0,3,0,5,,,0,0,5,46078,6,2,10,36003,Allegany
36003,2020-03-17,0,87,0,3,0,5,,,0,2,7,46074,8,2,10,36003,Allegany
36003,2020-03-18,0,87,0,3,0,5,,,0,6,9,46068,9,2,13,36003,Allegany
36003,2020-03-19,0,87,0,3,0,5,,,0,11,11,46061,12,2,15,36003,Allegany
36003,2020-03-20,0,87,0,3,0,5,,,0,16,14,46052,15,2,25,36003,Allegany
36003,2020-03-21,0,87,0,3,0,5,,,0,24,18,46041,19,2,35,36003,Allegany
36003,2020-03-22,0,87,0,3,0,5,,,0,33,23,46027,24,2,74,36003,Allegany
36003,2020-03-23,0,87,0,3,0,5,,,0,44,29,46011,29,2,76,36003,Allegany
36003,2020-03-24,0,87,0,3,0,5,,,0,57,35,45991,35,2,81,36003,Allegany
36003,2020-03-25,0,87,0,3,0,5,,,0,73,43,45969,42,2,87,36003,Allegany
36003,2020-03-26,0,87,0,3,0,5,,,0,92,52,45944,48,2,96,36003,Allegany
36003,2020-03-27,0,87,0,3,0,5,,,0,113,61,45916,55,2,100,36003,Allegany
36003,2020-03-28,0,87,0,3,0,5,,,0,137,72,45886,61,6,108,36003,Allegany
36003,2020-03-29,0,87,0,3,0,5,,,0,163,82,45854,67,7,114,36003,Allegany
36003,2020-03-30,0,87,0,3,0,5,,,0,192,93,45820,72,7,118,36003,Allegany
36003,2020-03-31,0,87,0,3,0,5,,,0,222,103,45786,76,9,126,36003,Allegany
36003,2020-04-01,0,87,0,3,0,5,,,0,254,113,45752,78,12,137,36003,Allegany
36003,2020-04-02,0,87,0,3,0,5,,,0,286,121,45720,78,14,153,36003,Allegany
36003,2020-04-03,0,87,0,3,0,5,,,0,318,127,45689,77,16,164,36003,Allegany
36003,2020-04-04,0,87,0,3,0,5,,,0,349,132,45662,73,16,172,36003,Allegany
36003,2020-04-05,0,87,0,3,0,5,,,0,378,134,45637,69,17,179,36003,Allegany
36003,2020-04-06,0,87,0,3,0,5,,,0,406,134,45611,67,17,182,36003,Allegany
36003,2020-04-07,0,87,0,3,0,5,,,0,433,134,45586,65,21,194,36003,Allegany
36003,2020-04-08,0,87,0,3,0,5,,,0,459,133,45560,64,22,205,36003,Allegany
36003,2020-04-09,0,87,0,3,0,5,,,0,486,132,45535,63,26,222,36003,Allegany
36003,2020-04-10,0,87,0,3,0,5,,,0,511,131,45510,62,26,238,36003,Allegany
36003,2020-04-11,0,87,0,3,0,5,,,0,537,130,45485,62,26,249,36003,Allegany
36003,2020-04-12,0,87,0,3,0,5,,,0,562,128,45461,61,26,254,36003,Allegany
36003,2020-04-13,0,87,0,3,0,5,,,0,587,127,45436,60,28,266,36003,Allegany
36003,2020-04-14,0,87,0,3,0,5,,,1,612,126,45412,60,28,276,36003,Allegany
36003,2020-04-15,0,87,0,3,0,5,,,1,636,125,45388,59,28,284,36003,Allegany
36003,2020-04-16,0,87,0,3,0,5,,,1,660,123,45365,59,29,304,36003,Allegany
36003,2020-04-17,0,87,0,3,0,5,,,1,684,122,45341,58,30,318,36003,Allegany
36003,2020-04-18,0,87,0,3,0,5,,,1,708,121,45318,57,30,325,36003,Allegany
36003,2020-04-19,0,87,0,3,0,5,,,1,732,120,45295,57,30,330,36003,Allegany
36003,2020-04-20,0,87,0,3,0,5,,,1,755,119,45272,56,30,339,36003,Allegany
36003,2020-04-21,0,87,0,3,0,5,,,1,778,118,45250,56,30,349,36003,Allegany
36003,2020-04-22,0,87,0,3,0,5,,,1,801,117,45227,56,30,363,36003,Allegany
36003,2020-04-23,0,87,0,3,0,5,,,1,824,116,45205,55,31,372,36003,Allegany
36003,2020-04-24,0,87,0,3,0,5,,,1,847,115,45182,55,35,429,36003,Allegany
36003,2020-04-25,0,87,0,3,0,5,,,2,869,114,45160,55,35,441,36003,Allegany
36003,2020-04-26,0,87,0,3,0,5,,,2,892,113,45138,55,35,450,36003,Allegany
36003,2020-04-27,0,87,0,3,0,5,,,2,914,112,45115,54,35,464,36003,Allegany
36003,2020-04-28,0,87,0,3,0,5,,,2,936,112,45093,54,35,490,36003,Allegany
36003,2020-04-29,0,87,0,3,0,5,,,2,959,111,45071,54,35,508,36003,Allegany
36003,2020-04-30,0,87,0,3,0,5,,,2,981,111,45049,54,35,528,36003,Allegany
36003,2020-05-01,0,87,0,3,0,5,,,2,1003,110,45027,54,35,539,36003,Allegany
36003,2020-05-02,0,87,0,3,0,5,,,2,1025,110,45005,54,35,557,36003,Allegany
36003,2020-05-03,0,87,0,3,0,5,,,2,1047,109,44983,54,35,571,36003,Allegany
36003,2020-05-04,0,87,0,3,0,5,,,2,1070,109,44961,54,35,602,36003,Allegany
36003,2020-05-05,0,87,0,3,0,5,,,2,1092,109,44939,54,35,624,36003,Allegany
36003,2020-05-06,0,87,0,3,0,5,,,2,1114,108,44917,53,35,664,36003,Allegany
36003,2020-05-07,0,87,0,3,0,5,,,3,1136,108,44895,53,35,697,36003,Allegany
36003,2020-05-08,0,87,0,3,0,5,,,3,1157,108,44873,53,35,715,36003,Allegany
36003,2020-05-09,0,87,0,3,0,5,,,3,1179,108,44852,53,36,734,36003,Allegany
36003,2020-05-10,0,87,0,3,0,5,,,3,1201,107,44830,53,38,767,36003,Allegany
36003,2020-05-11,0,87,0,3,0,5,,,3,1223,107,44809,53,42,804,36003,Allegany
36003,2020-05-12,0,87,0,3,0,5,,,3,1244,107,44787,52,44,841,36003,Allegany
36003,2020-05-13,0,87,0,3,0,5,,,3,1266,106,44766,52,44,894,36003,Allegany
36003,2020-05-14,0,87,0,3,0,5,,,3,1287,106,44745,52,44,938,36003,Allegany
36003,2020-05-15,0,87,0,3,0,5,,,3,1309,106,44723,52,44,965,36003,Allegany
36003,2020-05-16,0,87,0,3,0,5,,,3,1330,105,44702,52,44,1001,36003,Allegany
36003,2020-05-17,0,87,0,3,0,5,,,3,1351,105,44681,51,44,1090,36003,Allegany
36003,2020-05-18,0,87,0,3,0,5,,,3,1372,105,44660,51,44,1118,36003,Allegany
36003,2020-05-19,0,87,0,3,0,5,,,4,1393,104,44639,51,44,1167,36003,Allegany
36003,2020-05-20,0,87,0,3,0,5,,,4,1414,104,44619,51,44,1235,36003,Allegany
36003,2020-05-21,0,87,0,3,0,5,,,4,1435,104,44598,51,44,1282,36003,Allegany
36003,2020-05-22,0,87,0,3,0,5,,,4,1456,103,44577,51,44,1308,36003,Allegany
36003,2020-05-23,0,87,0,3,0,5,,,4,1477,103,44557,50,44,1341,36003,Allegany
36003,2020-05-24,0,87,0,3,0,5,,,4,1498,102,44536,50,44,1394,36003,Allegany
36003,2020-05-25,0,87,0,3,0,5,,,4,1518,102,44516,50,44,1422,36003,Allegany
36003,2020-05-26,0,87,0,3,0,5,,,4,1539,102,44496,50,45,1517,36003,Allegany
36003,2020-05-27,0,87,0,3,0,5,,,4,1559,101,44475,49,45,1615,36003,Allegany
36003,2020-05-28,0,87,0,3,0,5,,,4,1579,101,44455,49,45,1675,36003,Allegany
