state,date,reported_cases,predicted_infections_mean,predicted_infections_lower_CI_95,predicted_infections_higher_CI_95_cumulative,reported_deaths,estimated_deaths_mean,estimated_deaths_lower_CI_95,estimated_deaths_higher_CI_95,mean_time_varying_reproduction_number_R.t.,time_varying_reproduction_number_R.t._lower_CI_95,time_varying_reproduction_number_R.t._higher_CI_95,mean_infectious_individuals,infectious_individuals_lower_CI_95,infectious_individuals_higher_CI_95
NY,2020-04-20,4867,16272.746638173,9618.47883960058,25155.4696113591,619,748.395836634863,607.290431887769,919.351887448066,0.551379787751583,0.352145475510777,0.805380577901714,252635.794125633,166138.271034436,367261.126641561
NY,2020-04-21,4324,13591.4453736174,7826.30083972061,21648.2764152011,628,726.459629436761,588.443310212816,893.369750488914,0.493443059619758,0.310842747047954,0.725656300594914,234947.856828766,155173.995952339,341786.001774086
NY,2020-04-22,5659,14551.9128320877,8132.31826579037,23863.3027820954,607,702.055741620494,568.195582636128,867.91548022936,0.566312954280408,0.363332007758932,0.829112830777081,218214.811227642,144361.782300415,317064.721154586
NY,2020-04-23,6341,13398.8800345655,7203.61906017576,22638.7503797565,565,676.033587081449,546.817398922611,836.352700878237,0.56071850757603,0.359364240451876,0.821524291824972,201986.456398887,133756.757698794,293632.152929062
NY,2020-04-24,8286,11158.7726902173,5742.82265392376,19425.6941128325,547,648.787196409088,522.769402125297,804.69677310005,0.502048846709759,0.317883621358016,0.739515050075232,186930.822697714,123078.736697022,271073.209297261
NY,2020-04-25,10683,16621.0866042837,11382.4058935403,23383.5562649363,567,620.822748116819,498.610230436128,770.723242429793,0.827611343131616,0.569286487785263,1.11851578584982,172904.965862925,112525.427109943,251639.768955963
NY,2020-04-26,6013,11263.557753958,7470.15146793348,16441.9047995498,478,591.998095215139,475.347603564125,736.601771865137,0.604358243259708,0.403703596614917,0.839045356966785,160478.453408114,103015.662380027,234864.507196489
NY,2020-04-27,4077,10220.8792889936,6684.59368734358,15019.4993826527,463,562.962174079755,452.452034786925,700.000754193975,0.583493415752588,0.394233266077219,0.803367717319415,150582.732146467,97470.0102583981,220626.830741256
NY,2020-04-28,3285,11670.2124914482,7606.93643132368,17277.5719245841,510,534.021702018111,428.167568460484,664.025632103533,0.707389410290548,0.487700695857586,0.962933922343044,141437.985129325,92592.9345452865,206599.444366003
NY,2020-04-29,4718,9787.9445283847,6183.33336470062,14782.8454141726,510,505.321270410525,403.259012919449,627.071027074162,0.629871077926054,0.429360716357097,0.860138394807665,132827.119779106,88074.0618001891,193240.83595489
NY,2020-04-30,4702,8821.45790713189,5410.39646758575,13569.0020646396,329,477.425055136609,381.018940471733,592.632128236131,0.600631567633093,0.406692237259044,0.825319709468608,125095.257722731,82948.2851236444,180756.875920712
NY,2020-05-01,3879,9321.24835209533,5595.04956345868,14503.0986369079,225,450.115060872061,358.22611545126,559.4924238115,0.672065109285906,0.460060544415951,0.910891108379995,117746.098152099,78672.6537211428,169957.210162631
